rssi,Time
-88,2022-09-05 15:33:44.137
-91,2022-09-05 15:33:43.109
-76,2022-09-05 15:33:43.235
-86,2022-09-05 15:33:45.274
-88,2022-09-05 15:33:44.137
-93,2022-09-05 15:33:44.312
-93,2022-09-05 15:33:44.132
-86,2022-09-05 15:33:45.274
-88,2022-09-05 15:33:45.649
-93,2022-09-05 15:33:46.867
-92,2022-09-05 15:33:46.530
-86,2022-09-05 15:33:45.274
-89,2022-09-05 15:33:46.182
-93,2022-09-05 15:33:46.867
-92,2022-09-05 15:33:46.530
-74,2022-09-05 15:33:46.731
-87,2022-09-05 15:33:48.626
-86,2022-09-05 15:33:48.232
-92,2022-09-05 15:33:47.061
-84,2022-09-05 15:33:48.617
-87,2022-09-05 15:33:48.626
-86,2022-09-05 15:33:48.232
-91,2022-09-05 15:33:48.626
-84,2022-09-05 15:33:48.617
-88,2022-09-05 15:33:50.223
-93,2022-09-05 15:33:49.436
-93,2022-09-05 15:33:49.014
-88,2022-09-05 15:33:50.223
-86,2022-09-05 15:33:50.078
-84,2022-09-05 15:33:52.873
-72,2022-09-05 15:33:51.308
-84,2022-09-05 15:33:52.873
-74,2022-09-05 15:33:52.250
-77,2022-09-05 15:33:53.701
-96,2022-09-05 15:33:57.384
-90,2022-09-05 15:33:57.123
-86,2022-09-05 15:33:53.869
-78,2022-09-05 15:33:54.237
-96,2022-09-05 15:33:57.384
-90,2022-09-05 15:33:57.123
-87,2022-09-05 15:33:54.071
-86,2022-09-05 15:33:55.171
-96,2022-09-05 15:33:57.384
-90,2022-09-05 15:33:57.123
-85,2022-09-05 15:33:55.019
-102,2022-09-05 15:33:57.384
-96,2022-09-05 15:33:57.384
-90,2022-09-05 15:33:57.123
-78,2022-09-05 15:33:56.634
-102,2022-09-05 15:33:57.384
-96,2022-09-05 15:33:57.384
-90,2022-09-05 15:33:57.123
-86,2022-09-05 15:33:57.107
-92,2022-09-05 15:33:58.227
-86,2022-09-05 15:33:58.229
-89,2022-09-05 15:33:58.462
-93,2022-09-05 15:34:02.480
-85,2022-09-05 15:33:59.516
-88,2022-09-05 15:34:02.443
-89,2022-09-05 15:33:59.008
-93,2022-09-05 15:34:02.480
-86,2022-09-05 15:34:00.065
-88,2022-09-05 15:34:02.443
-91,2022-09-05 15:34:00.097
-93,2022-09-05 15:34:02.480
-91,2022-09-05 15:34:01.002
-88,2022-09-05 15:34:02.443
-88,2022-09-05 15:34:01.015
-93,2022-09-05 15:34:02.480
-93,2022-09-05 15:34:02.022
-88,2022-09-05 15:34:02.443
-86,2022-09-05 15:34:02.025
-93,2022-09-05 15:34:02.480
-83,2022-09-05 15:34:03.943
-89,2022-09-05 15:34:03.710
-88,2022-09-05 15:34:03.541
-76,2022-09-05 15:34:03.550
-91,2022-09-05 15:34:07.601
-90,2022-09-05 15:34:04.651
-93,2022-09-05 15:34:04.190
-88,2022-09-05 15:34:04.334
-91,2022-09-05 15:34:07.601
-88,2022-09-05 15:34:05.879
-88,2022-09-05 15:34:05.021
-93,2022-09-05 15:34:05.264
-91,2022-09-05 15:34:07.601
-84,2022-09-05 15:34:06.067
-93,2022-09-05 15:34:06.870
-88,2022-09-05 15:34:06.930
-91,2022-09-05 15:34:07.601
-89,2022-09-05 15:34:07.184
-94,2022-09-05 15:34:08.202
-89,2022-09-05 15:34:07.184
-85,2022-09-05 15:34:08.868
-86,2022-09-05 15:34:08.716
-94,2022-09-05 15:34:08.202
-83,2022-09-05 15:34:08.198
-91,2022-09-05 15:34:09.706
-82,2022-09-05 15:34:09.053
-93,2022-09-05 15:34:09.245
-89,2022-09-05 15:34:09.058
-87,2022-09-05 15:34:10.106
-90,2022-09-05 15:34:11.868
-89,2022-09-05 15:34:10.140
-92,2022-09-05 15:34:12.026
-90,2022-09-05 15:34:11.467
-90,2022-09-05 15:34:11.868
-90,2022-09-05 15:34:11.671
-92,2022-09-05 15:34:12.026
-88,2022-09-05 15:34:12.034
-90,2022-09-05 15:34:12.953
-88,2022-09-05 15:34:12.045
-92,2022-09-05 15:34:12.026
-89,2022-09-05 15:34:13.156
-94,2022-09-05 15:34:13.148
-90,2022-09-05 15:34:13.074
-90,2022-09-05 15:34:13.102
-89,2022-09-05 15:34:15.086
-79,2022-09-05 15:34:14.014
-88,2022-09-05 15:34:15.829
-87,2022-09-05 15:34:14.160
-89,2022-09-05 15:34:15.086
-85,2022-09-05 15:34:17.826
-88,2022-09-05 15:34:15.829
-76,2022-09-05 15:34:15.028
-88,2022-09-05 15:34:16.366
-85,2022-09-05 15:34:17.826
-89,2022-09-05 15:34:16.110
-91,2022-09-05 15:34:19.091
-88,2022-09-05 15:34:17.799
-85,2022-09-05 15:34:17.826
-91,2022-09-05 15:34:20.194
-91,2022-09-05 15:34:19.091
-89,2022-09-05 15:34:18.022
-85,2022-09-05 15:34:18.053
-91,2022-09-05 15:34:20.194
-91,2022-09-05 15:34:19.091
-90,2022-09-05 15:34:20.154
-96,2022-09-05 15:34:21.293
-91,2022-09-05 15:34:20.194
-91,2022-09-05 15:34:19.091
-90,2022-09-05 15:34:20.154
-96,2022-09-05 15:34:21.293
-91,2022-09-05 15:34:20.194
-83,2022-09-05 15:34:22.035
-96,2022-09-05 15:34:21.293
-85,2022-09-05 15:34:21.229
-83,2022-09-05 15:34:22.035
-88,2022-09-05 15:34:22.584
-87,2022-09-05 15:34:22.248
-86,2022-09-05 15:34:26.989
-90,2022-09-05 15:34:24.005
-85,2022-09-05 15:34:23.518
-93,2022-09-05 15:34:23.545
-86,2022-09-05 15:34:26.989
-90,2022-09-05 15:34:24.005
-83,2022-09-05 15:34:24.006
-95,2022-09-05 15:34:24.055
-86,2022-09-05 15:34:26.989
-94,2022-09-05 15:34:25.132
-86,2022-09-05 15:34:25.064
-89,2022-09-05 15:34:26.589
-86,2022-09-05 15:34:26.989
-88,2022-09-05 15:34:29.393
-87,2022-09-05 15:34:26.065
-89,2022-09-05 15:34:26.589
-86,2022-09-05 15:34:26.989
-88,2022-09-05 15:34:29.393
-93,2022-09-05 15:34:28.943
-93,2022-09-05 15:34:28.786
-85,2022-09-05 15:34:27.199
-88,2022-09-05 15:34:29.393
-93,2022-09-05 15:34:28.943
-93,2022-09-05 15:34:28.786
-89,2022-09-05 15:34:28.630
-88,2022-09-05 15:34:29.393
-95,2022-09-05 15:34:30.237
-94,2022-09-05 15:34:29.913
-88,2022-09-05 15:34:30.679
-92,2022-09-05 15:34:30.238
-95,2022-09-05 15:34:30.237
-91,2022-09-05 15:34:30.613
-88,2022-09-05 15:34:30.679
-82,2022-09-05 15:34:31.224
-89,2022-09-05 15:34:31.708
-91,2022-09-05 15:34:32.271
-83,2022-09-05 15:34:31.003
-89,2022-09-05 15:34:32.075
-88,2022-09-05 15:34:32.085
-91,2022-09-05 15:34:32.271
-92,2022-09-05 15:34:32.156
-83,2022-09-05 15:34:33.001
-89,2022-09-05 15:34:33.215
-93,2022-09-05 15:34:34.434
-89,2022-09-05 15:34:33.378
-92,2022-09-05 15:34:34.500
-90,2022-09-05 15:34:34.299
-93,2022-09-05 15:34:34.434
-89,2022-09-05 15:34:34.701
-88,2022-09-05 15:34:35.036
-93,2022-09-05 15:34:35.405
-91,2022-09-05 15:34:35.518
-89,2022-09-05 15:34:35.353
-89,2022-09-05 15:34:36.165
-93,2022-09-05 15:34:36.175
-86,2022-09-05 15:34:36.798
-95,2022-09-05 15:34:38.281
-93,2022-09-05 15:34:37.599
-83,2022-09-05 15:34:37.007
-95,2022-09-05 15:34:38.281
-92,2022-09-05 15:34:38.477
-87,2022-09-05 15:34:38.502
-93,2022-09-05 15:34:39.393
-81,2022-09-05 15:34:39.421
-88,2022-09-05 15:34:39.165
-85,2022-09-05 15:34:40.471
-86,2022-09-05 15:34:40.022
-86,2022-09-05 15:34:40.472
-96,2022-09-05 15:34:43.819
-87,2022-09-05 15:34:45.283
-88,2022-09-05 15:34:41.442
-89,2022-09-05 15:34:41.076
-96,2022-09-05 15:34:43.819
-87,2022-09-05 15:34:45.283
-94,2022-09-05 15:34:42.120
-92,2022-09-05 15:34:42.564
-96,2022-09-05 15:34:43.819
-87,2022-09-05 15:34:45.283
-96,2022-09-05 15:34:43.055
-91,2022-09-05 15:34:43.027
-94,2022-09-05 15:34:45.988
-87,2022-09-05 15:34:45.283
-86,2022-09-05 15:34:44.314
-89,2022-09-05 15:34:44.016
-94,2022-09-05 15:34:45.988
-87,2022-09-05 15:34:45.283
-87,2022-09-05 15:34:45.144
-84,2022-09-05 15:34:48.519
-94,2022-09-05 15:34:46.001
-83,2022-09-05 15:34:46.831
-93,2022-09-05 15:34:46.009
-84,2022-09-05 15:34:48.519
-92,2022-09-05 15:34:47.494
-81,2022-09-05 15:34:47.439
-86,2022-09-05 15:34:47.034
-84,2022-09-05 15:34:48.519
-80,2022-09-05 15:34:49.283
-90,2022-09-05 15:34:48.180
-96,2022-09-05 15:34:48.206
-84,2022-09-05 15:34:48.519
-80,2022-09-05 15:34:49.283
-95,2022-09-05 15:34:49.169
-85,2022-09-05 15:34:49.198
-78,2022-09-05 15:34:50.031
-97,2022-09-05 15:34:52.971
-85,2022-09-05 15:34:50.196
-84,2022-09-05 15:34:51.995
-87,2022-09-05 15:34:55.655
-97,2022-09-05 15:34:52.971
-89,2022-09-05 15:34:51.469
-79,2022-09-05 15:34:52.014
-87,2022-09-05 15:34:55.655
-97,2022-09-05 15:34:52.971
-86,2022-09-05 15:34:52.017
-84,2022-09-05 15:34:55.534
-87,2022-09-05 15:34:55.655
-91,2022-09-05 15:34:53.463
-84,2022-09-05 15:34:55.534
-87,2022-09-05 15:34:55.655
-81,2022-09-05 15:34:54.405
-84,2022-09-05 15:34:55.534
-87,2022-09-05 15:34:55.655
-93,2022-09-05 15:34:59.878
-85,2022-09-05 15:34:55.191
-89,2022-09-05 15:34:56.403
-93,2022-09-05 15:34:56.792
-93,2022-09-05 15:34:59.878
-80,2022-09-05 15:34:56.200
-93,2022-09-05 15:34:57.548
-85,2022-09-05 15:34:57.273
-93,2022-09-05 15:34:59.878
-91,2022-09-05 15:34:58.108
-91,2022-09-05 15:34:58.574
-87,2022-09-05 15:34:58.074
-93,2022-09-05 15:34:59.878
-91,2022-09-05 15:34:58.108
-90,2022-09-05 15:34:59.150
-93,2022-09-05 15:34:59.878
-84,2022-09-05 15:34:59.697
-88,2022-09-05 15:35:01.311
-97,2022-09-05 15:35:04.078
-92,2022-09-05 15:35:00.690
-89,2022-09-05 15:35:00.462
-88,2022-09-05 15:35:01.311
-97,2022-09-05 15:35:04.078
-91,2022-09-05 15:35:01.110
-86,2022-09-05 15:35:02.798
-88,2022-09-05 15:35:03.536
-97,2022-09-05 15:35:04.078
-90,2022-09-05 15:35:04.503
-86,2022-09-05 15:35:02.798
-88,2022-09-05 15:35:03.536
-97,2022-09-05 15:35:04.078
-90,2022-09-05 15:35:04.503
-89,2022-09-05 15:35:03.475
-89,2022-09-05 15:35:04.538
-97,2022-09-05 15:35:04.078
-90,2022-09-05 15:35:04.503
-96,2022-09-05 15:35:05.556
-88,2022-09-05 15:35:06.262
-85,2022-09-05 15:35:06.106
-92,2022-09-05 15:35:06.300
-96,2022-09-05 15:35:05.556
-88,2022-09-05 15:35:06.262
-85,2022-09-05 15:35:06.106
-92,2022-09-05 15:35:06.300
-95,2022-09-05 15:35:07.037
-79,2022-09-05 15:35:07.752
-88,2022-09-05 15:35:07.036
-83,2022-09-05 15:35:09.935
-87,2022-09-05 15:35:08.003
-81,2022-09-05 15:35:08.594
-88,2022-09-05 15:35:12.161
-83,2022-09-05 15:35:09.935
-87,2022-09-05 15:35:09.938
-84,2022-09-05 15:35:09.410
-88,2022-09-05 15:35:12.161
-81,2022-09-05 15:35:10.087
-89,2022-09-05 15:35:10.170
-83,2022-09-05 15:35:10.091
-88,2022-09-05 15:35:12.161
-94,2022-09-05 15:35:12.161
-97,2022-09-05 15:35:11.588
-88,2022-09-05 15:35:12.161
-94,2022-09-05 15:35:12.161
-94,2022-09-05 15:35:12.311
-88,2022-09-05 15:35:12.161
-94,2022-09-05 15:35:17.350
-93,2022-09-05 15:35:13.493
-91,2022-09-05 15:35:13.264
-92,2022-09-05 15:35:13.442
-94,2022-09-05 15:35:17.350
-84,2022-09-05 15:35:15.200
-84,2022-09-05 15:35:14.520
-91,2022-09-05 15:35:15.053
-94,2022-09-05 15:35:17.350
-84,2022-09-05 15:35:15.200
-85,2022-09-05 15:35:15.206
-91,2022-09-05 15:35:15.053
-94,2022-09-05 15:35:17.350
-87,2022-09-05 15:35:16.702
-83,2022-09-05 15:35:16.054
-87,2022-09-05 15:35:16.536
-94,2022-09-05 15:35:17.350
-79,2022-09-05 15:35:17.294
-84,2022-09-05 15:35:17.080
-92,2022-09-05 15:35:17.279
-93,2022-09-05 15:35:18.156
-82,2022-09-05 15:35:18.421
-92,2022-09-05 15:35:19.245
-93,2022-09-05 15:35:21.120
-89,2022-09-05 15:35:20.184
-92,2022-09-05 15:35:19.245
-93,2022-09-05 15:35:21.120
-89,2022-09-05 15:35:20.184
-93,2022-09-05 15:35:21.120
-91,2022-09-05 15:35:25.840
-91,2022-09-05 15:35:22.278
-90,2022-09-05 15:35:22.393
-91,2022-09-05 15:35:25.840
-91,2022-09-05 15:35:22.278
-92,2022-09-05 15:35:26.403
-86,2022-09-05 15:35:23.165
-91,2022-09-05 15:35:25.840
-81,2022-09-05 15:35:23.098
-92,2022-09-05 15:35:26.403
-84,2022-09-05 15:35:24.177
-91,2022-09-05 15:35:25.840
-91,2022-09-05 15:35:24.222
-92,2022-09-05 15:35:26.403
-94,2022-09-05 15:35:25.500
-91,2022-09-05 15:35:25.840
-92,2022-09-05 15:35:25.023
-92,2022-09-05 15:35:26.403
-96,2022-09-05 15:35:26.033
-90,2022-09-05 15:35:27.823
-86,2022-09-05 15:35:26.037
-92,2022-09-05 15:35:26.403
-91,2022-09-05 15:35:27.824
-90,2022-09-05 15:35:27.823
-90,2022-09-05 15:35:27.116
-84,2022-09-05 15:35:28.269
-84,2022-09-05 15:35:28.612
-90,2022-09-05 15:35:28.039
-87,2022-09-05 15:35:28.284
-84,2022-09-05 15:35:28.269
-92,2022-09-05 15:35:32.469
-95,2022-09-05 15:35:30.769
-83,2022-09-05 15:35:29.344
-86,2022-09-05 15:35:30.096
-92,2022-09-05 15:35:32.469
-95,2022-09-05 15:35:30.769
-89,2022-09-05 15:35:30.354
-86,2022-09-05 15:35:30.096
-92,2022-09-05 15:35:32.469
-90,2022-09-05 15:35:32.638
-91,2022-09-05 15:35:31.030
-88,2022-09-05 15:35:31.156
-92,2022-09-05 15:35:32.469
-90,2022-09-05 15:35:32.638
-89,2022-09-05 15:35:34.598
-86,2022-09-05 15:35:32.436
-85,2022-09-05 15:35:34.194
-88,2022-09-05 15:35:33.003
-89,2022-09-05 15:35:34.598
-79,2022-09-05 15:35:33.183
-85,2022-09-05 15:35:34.194
-93,2022-09-05 15:35:34.073
-89,2022-09-05 15:35:34.598
-92,2022-09-05 15:35:34.255
-80,2022-09-05 15:35:35.874
-93,2022-09-05 15:35:35.911
-99,2022-09-05 15:35:36.963
-81,2022-09-05 15:35:35.477
-82,2022-09-05 15:35:36.082
-95,2022-09-05 15:35:36.556
-99,2022-09-05 15:35:36.963
-96,2022-09-05 15:35:38.111
-92,2022-09-05 15:35:37.898
-90,2022-09-05 15:35:37.012
-90,2022-09-05 15:35:37.235
-96,2022-09-05 15:35:38.111
-92,2022-09-05 15:35:38.488
-85,2022-09-05 15:35:39.916
-76,2022-09-05 15:35:38.433
-96,2022-09-05 15:35:38.111
-90,2022-09-05 15:35:39.093
-85,2022-09-05 15:35:39.916
-78,2022-09-05 15:35:39.038
-90,2022-09-05 15:35:40.113
-88,2022-09-05 15:35:41.427
-83,2022-09-05 15:35:40.389
-79,2022-09-05 15:35:44.467
-92,2022-09-05 15:35:45.247
-88,2022-09-05 15:35:41.427
-85,2022-09-05 15:35:41.025
-79,2022-09-05 15:35:44.467
-92,2022-09-05 15:35:45.247
-89,2022-09-05 15:35:42.742
-86,2022-09-05 15:35:42.080
-79,2022-09-05 15:35:44.467
-92,2022-09-05 15:35:45.247
-82,2022-09-05 15:35:43.212
-79,2022-09-05 15:35:43.155
-79,2022-09-05 15:35:44.467
-92,2022-09-05 15:35:45.247
-88,2022-09-05 15:35:44.467
-91,2022-09-05 15:35:44.187
-79,2022-09-05 15:35:44.467
-92,2022-09-05 15:35:45.247
-81,2022-09-05 15:35:45.300
-90,2022-09-05 15:35:45.080
-93,2022-09-05 15:35:49.609
-93,2022-09-05 15:35:47.227
-84,2022-09-05 15:35:48.126
-92,2022-09-05 15:35:46.368
-93,2022-09-05 15:35:49.609
-93,2022-09-05 15:35:47.227
-84,2022-09-05 15:35:48.126
-84,2022-09-05 15:35:47.248
-93,2022-09-05 15:35:49.609
-86,2022-09-05 15:35:52.754
-84,2022-09-05 15:35:48.126
-87,2022-09-05 15:35:48.481
-93,2022-09-05 15:35:49.609
-86,2022-09-05 15:35:52.754
-93,2022-09-05 15:35:49.083
-85,2022-09-05 15:35:49.556
-93,2022-09-05 15:35:49.609
-86,2022-09-05 15:35:52.754
-94,2022-09-05 15:35:50.584
-85,2022-09-05 15:35:50.731
-89,2022-09-05 15:35:53.862
-86,2022-09-05 15:35:52.754
-88,2022-09-05 15:35:51.052
-82,2022-09-05 15:35:51.691
-89,2022-09-05 15:35:53.862
-86,2022-09-05 15:35:52.754
-88,2022-09-05 15:35:54.398
-80,2022-09-05 15:35:52.193
-89,2022-09-05 15:35:53.862
-96,2022-09-05 15:35:53.396
-88,2022-09-05 15:35:54.398
-89,2022-09-05 15:35:53.440
-89,2022-09-05 15:35:53.862
-85,2022-09-05 15:35:54.204
-88,2022-09-05 15:35:54.398
-79,2022-09-05 15:35:54.050
-86,2022-09-05 15:35:54.054
-91,2022-09-05 15:35:55.529
-86,2022-09-05 15:35:58.512
-81,2022-09-05 15:35:55.125
-78,2022-09-05 15:35:55.754
-85,2022-09-05 15:35:58.950
-86,2022-09-05 15:35:58.512
-81,2022-09-05 15:35:56.014
-79,2022-09-05 15:35:56.812
-85,2022-09-05 15:35:58.950
-86,2022-09-05 15:35:58.512
-95,2022-09-05 15:35:57.247
-85,2022-09-05 15:35:57.675
-85,2022-09-05 15:35:58.950
-86,2022-09-05 15:35:58.512
-89,2022-09-05 15:35:58.071
-85,2022-09-05 15:35:58.515
-92,2022-09-05 15:35:59.521
-80,2022-09-05 15:35:59.514
-85,2022-09-05 15:35:59.855
-82,2022-09-05 15:36:01.715
-87,2022-09-05 15:36:00.018
-94,2022-09-05 15:36:00.018
-83,2022-09-05 15:36:00.016
-82,2022-09-05 15:36:01.715
-95,2022-09-05 15:36:01.366
-89,2022-09-05 15:36:03.891
-93,2022-09-05 15:36:01.300
-82,2022-09-05 15:36:01.715
-89,2022-09-05 15:36:03.891
-80,2022-09-05 15:36:02.435
-88,2022-09-05 15:36:03.166
-89,2022-09-05 15:36:03.891
-78,2022-09-05 15:36:03.203
-88,2022-09-05 15:36:03.166
-89,2022-09-05 15:36:04.522
-74,2022-09-05 15:36:04.066
-87,2022-09-05 15:36:04.038
-90,2022-09-05 15:36:08.350
-77,2022-09-05 15:36:05.395
-89,2022-09-05 15:36:06.673
-90,2022-09-05 15:36:08.350
-74,2022-09-05 15:36:06.609
-89,2022-09-05 15:36:06.673
-90,2022-09-05 15:36:11.037
-90,2022-09-05 15:36:08.350
-77,2022-09-05 15:36:07.051
-91,2022-09-05 15:36:07.050
-90,2022-09-05 15:36:11.037
-90,2022-09-05 15:36:08.350
-73,2022-09-05 15:36:08.806
-86,2022-09-05 15:36:10.301
-90,2022-09-05 15:36:11.037
-91,2022-09-05 15:36:09.756
-80,2022-09-05 15:36:09.028
-86,2022-09-05 15:36:10.301
-90,2022-09-05 15:36:11.037
-94,2022-09-05 15:36:10.244
-81,2022-09-05 15:36:10.081
-86,2022-09-05 15:36:10.301
-90,2022-09-05 15:36:11.037
-89,2022-09-05 15:36:11.043
-83,2022-09-05 15:36:11.043
-85,2022-09-05 15:36:11.042
-89,2022-09-05 15:36:15.599
-86,2022-09-05 15:36:12.192
-95,2022-09-05 15:36:12.121
-94,2022-09-05 15:36:12.205
-89,2022-09-05 15:36:15.599
-84,2022-09-05 15:36:13.726
-88,2022-09-05 15:36:13.202
-83,2022-09-05 15:36:13.014
-89,2022-09-05 15:36:15.599
-91,2022-09-05 15:36:16.440
-89,2022-09-05 15:36:14.089
-90,2022-09-05 15:36:14.511
-89,2022-09-05 15:36:15.599
-91,2022-09-05 15:36:16.440
-91,2022-09-05 15:36:16.160
-89,2022-09-05 15:36:15.217
-96,2022-09-05 15:36:19.245
-91,2022-09-05 15:36:16.440
-91,2022-09-05 15:36:16.160
-85,2022-09-05 15:36:16.514
-96,2022-09-05 15:36:19.245
-91,2022-09-05 15:36:17.110
-85,2022-09-05 15:36:17.328
-96,2022-09-05 15:36:19.245
-78,2022-09-05 15:36:18.322
-96,2022-09-05 15:36:19.245
-96,2022-09-05 15:36:23.085
-80,2022-09-05 15:36:19.014
-96,2022-09-05 15:36:23.699
-96,2022-09-05 15:36:23.085
-89,2022-09-05 15:36:20.675
-96,2022-09-05 15:36:23.699
-96,2022-09-05 15:36:23.085
-91,2022-09-05 15:36:21.290
-96,2022-09-05 15:36:23.699
-96,2022-09-05 15:36:23.085
-88,2022-09-05 15:36:22.026
-96,2022-09-05 15:36:23.699
-96,2022-09-05 15:36:23.085
-85,2022-09-05 15:36:23.113
-93,2022-09-05 15:36:24.114
-94,2022-09-05 15:36:26.766
-89,2022-09-05 15:36:24.114
-89,2022-09-05 15:36:25.123
-91,2022-09-05 15:36:29.008
-94,2022-09-05 15:36:26.766
-85,2022-09-05 15:36:28.161
-93,2022-09-05 15:36:27.674
-91,2022-09-05 15:36:29.008
-94,2022-09-05 15:36:26.766
-85,2022-09-05 15:36:28.161
-93,2022-09-05 15:36:27.674
-91,2022-09-05 15:36:29.008
-97,2022-09-05 15:36:28.558
-85,2022-09-05 15:36:28.161
-92,2022-09-05 15:36:28.364
-91,2022-09-05 15:36:29.008
-97,2022-09-05 15:36:28.558
-85,2022-09-05 15:36:28.161
-86,2022-09-05 15:36:31.796
-91,2022-09-05 15:36:29.008
-94,2022-09-05 15:36:31.320
-91,2022-09-05 15:36:31.800
-86,2022-09-05 15:36:31.796
-94,2022-09-05 15:36:31.320
-91,2022-09-05 15:36:31.800
-86,2022-09-05 15:36:31.796
-94,2022-09-05 15:36:31.320
-91,2022-09-05 15:36:31.800
-88,2022-09-05 15:36:32.076
-93,2022-09-05 15:36:36.098
-95,2022-09-05 15:36:32.012
-79,2022-09-05 15:36:32.060
-91,2022-09-05 15:36:36.651
-93,2022-09-05 15:36:36.098
-96,2022-09-05 15:36:33.079
-74,2022-09-05 15:36:33.326
-91,2022-09-05 15:36:36.651
-93,2022-09-05 15:36:36.098
-92,2022-09-05 15:36:34.412
-85,2022-09-05 15:36:34.588
-91,2022-09-05 15:36:36.651
-93,2022-09-05 15:36:36.098
-93,2022-09-05 15:36:35.515
-82,2022-09-05 15:36:35.393
-91,2022-09-05 15:36:36.651
-93,2022-09-05 15:36:36.098
-91,2022-09-05 15:36:38.243
-89,2022-09-05 15:36:37.127
-90,2022-09-05 15:36:38.076
-91,2022-09-05 15:36:38.243
-89,2022-09-05 15:36:37.127
-90,2022-09-05 15:36:38.076
-91,2022-09-05 15:36:38.243
-85,2022-09-05 15:36:38.850
-93,2022-09-05 15:36:39.258
-92,2022-09-05 15:36:40.084
-92,2022-09-05 15:36:44.809
-93,2022-09-05 15:36:41.161
-92,2022-09-05 15:36:40.084
-92,2022-09-05 15:36:44.809
-93,2022-09-05 15:36:41.161
-96,2022-09-05 15:36:41.226
-92,2022-09-05 15:36:44.809
-90,2022-09-05 15:36:42.641
-92,2022-09-05 15:36:45.642
-89,2022-09-05 15:36:47.634
-92,2022-09-05 15:36:44.809
-92,2022-09-05 15:36:43.034
-92,2022-09-05 15:36:45.642
-89,2022-09-05 15:36:47.634
-92,2022-09-05 15:36:44.809
-88,2022-09-05 15:36:44.193
-92,2022-09-05 15:36:45.642
-89,2022-09-05 15:36:47.634
-88,2022-09-05 15:36:47.633
-94,2022-09-05 15:36:45.201
-92,2022-09-05 15:36:45.642
-89,2022-09-05 15:36:47.634
-88,2022-09-05 15:36:47.633
-90,2022-09-05 15:36:46.482
-92,2022-09-05 15:36:47.216
-89,2022-09-05 15:36:47.634
-88,2022-09-05 15:36:47.633
-92,2022-09-05 15:36:51.408
-92,2022-09-05 15:36:47.216
-88,2022-09-05 15:36:48.232
-96,2022-09-05 15:36:51.055
-92,2022-09-05 15:36:51.408
-89,2022-09-05 15:36:48.160
-88,2022-09-05 15:36:49.269
-96,2022-09-05 15:36:51.055
-92,2022-09-05 15:36:51.408
-91,2022-09-05 15:36:49.478
-93,2022-09-05 15:36:50.533
-96,2022-09-05 15:36:51.055
-92,2022-09-05 15:36:51.408
-85,2022-09-05 15:36:50.725
-86,2022-09-05 15:36:51.052
-96,2022-09-05 15:36:51.055
-92,2022-09-05 15:36:51.408
-82,2022-09-05 15:36:51.199
-80,2022-09-05 15:36:52.003
-94,2022-09-05 15:36:52.054
-92,2022-09-05 15:36:53.778
-89,2022-09-05 15:36:52.766
-86,2022-09-05 15:36:54.377
-89,2022-09-05 15:36:54.912
-92,2022-09-05 15:36:53.778
-89,2022-09-05 15:36:53.148
-86,2022-09-05 15:36:54.377
-89,2022-09-05 15:36:54.912
-89,2022-09-05 15:36:54.590
-82,2022-09-05 15:36:54.021
-94,2022-09-05 15:36:55.856
-95,2022-09-05 15:36:58.740
-89,2022-09-05 15:36:55.267
-89,2022-09-05 15:36:55.246
-94,2022-09-05 15:36:58.558
-95,2022-09-05 15:36:58.740
-90,2022-09-05 15:36:57.408
-94,2022-09-05 15:36:58.558
-95,2022-09-05 15:36:58.740
-90,2022-09-05 15:36:57.408
-85,2022-09-05 15:37:01.483
-94,2022-09-05 15:36:58.558
-95,2022-09-05 15:36:58.740
-94,2022-09-05 15:36:58.051
-85,2022-09-05 15:37:01.483
-90,2022-09-05 15:36:59.547
-88,2022-09-05 15:37:03.559
-94,2022-09-05 15:37:01.019
-85,2022-09-05 15:37:01.483
-88,2022-09-05 15:37:03.559
-94,2022-09-05 15:37:01.019
-85,2022-09-05 15:37:01.483
-91,2022-09-05 15:37:05.695
-88,2022-09-05 15:37:03.559
-94,2022-09-05 15:37:01.019
-85,2022-09-05 15:37:01.483
-91,2022-09-05 15:37:05.695
-88,2022-09-05 15:37:03.559
-96,2022-09-05 15:37:05.325
-93,2022-09-05 15:37:02.037
-91,2022-09-05 15:37:05.695
-88,2022-09-05 15:37:03.559
-96,2022-09-05 15:37:05.325
-91,2022-09-05 15:37:04.061
-91,2022-09-05 15:37:05.695
-92,2022-09-05 15:37:04.014
-96,2022-09-05 15:37:05.325
-91,2022-09-05 15:37:04.061
-91,2022-09-05 15:37:05.695
-90,2022-09-05 15:37:08.454
-96,2022-09-05 15:37:05.325
-88,2022-09-05 15:37:05.095
-92,2022-09-05 15:37:08.972
-90,2022-09-05 15:37:08.454
-94,2022-09-05 15:37:10.235
-89,2022-09-05 15:37:06.393
-92,2022-09-05 15:37:08.972
-90,2022-09-05 15:37:08.454
-94,2022-09-05 15:37:10.235
-93,2022-09-05 15:37:11.231
-92,2022-09-05 15:37:08.972
-90,2022-09-05 15:37:08.454
-94,2022-09-05 15:37:10.235
-93,2022-09-05 15:37:11.231
-88,2022-09-05 15:37:09.143
-85,2022-09-05 15:37:11.224
-94,2022-09-05 15:37:10.235
-93,2022-09-05 15:37:11.231
-93,2022-09-05 15:37:10.050
-85,2022-09-05 15:37:11.224
-94,2022-09-05 15:37:10.235
