name,locationStatus,timestamp,rssiOne,rssiTwo
FF:FF:C0:21:EF:1A,INSIDE,1551367975446,-87,-87
FF:FF:C0:21:EF:BF,INSIDE,1551367975715,-93,-93
FF:FF:C0:21:EF:BA,INSIDE,1551367976465,-88,-88
FF:FF:C0:21:EF:1A,INSIDE,1551367977157,-90,-90
FF:FF:C0:21:EF:BF,INSIDE,1551367976278,-91,-91
FF:FF:C0:21:EF:BA,INSIDE,1551367978474,-93,-93
FF:FF:C0:21:EF:1A,INSIDE,1551367977157,-90,-90
FF:FF:C0:21:EF:BF,INSIDE,1551367977377,-94,-94
FF:FF:C0:21:EF:BA,INSIDE,1551367978474,-93,-93
FF:FF:C0:21:EF:1A,INSIDE,1551367981257,-91,-91
FF:FF:C0:21:EF:BF,INSIDE,1551367978212,-95,-95
FF:FF:C0:21:EF:BA,INSIDE,1551367979523,-93,-93
FF:FF:C0:21:EF:1A,INSIDE,1551367981257,-91,-91
FF:FF:C0:21:EF:BF,INSIDE,1551367979011,-93,-93
FF:FF:C0:21:EF:BA,INSIDE,1551367981190,-96,-96
FF:FF:C0:21:EF:1A,INSIDE,1551367981257,-91,-91
FF:FF:C0:21:EF:BF,INSIDE,1551367981185,-96,-96
FF:FF:C0:21:F1:31,INSIDE,1551367985416,-87,-87
FF:FF:C0:21:EF:BA,INSIDE,1551367981190,-96,-96
FF:FF:C0:21:EF:1A,INSIDE,1551367981257,-91,-91
FF:FF:C0:21:EF:BF,INSIDE,1551367981185,-96,-96
FF:FF:C0:21:F1:31,INSIDE,1551367985416,-87,-87
FF:FF:C0:21:EF:BA,INSIDE,1551367984837,-91,-91
FF:FF:C0:21:EF:1A,INSIDE,1551367983198,-92,-92
FF:FF:C0:21:EF:BF,INSIDE,1551367982105,-89,-89
FF:FF:C0:21:F1:31,INSIDE,1551367985416,-87,-87
FF:FF:C0:21:EF:BA,INSIDE,1551367984837,-91,-91
FF:FF:C0:21:EF:1A,INSIDE,1551367983198,-92,-92
FF:FF:C0:21:EF:BF,INSIDE,1551367983342,-95,-95
FF:FF:C0:21:F1:31,INSIDE,1551367985416,-87,-87
FF:FF:C0:21:EF:BA,INSIDE,1551367984837,-91,-91
FF:FF:C0:21:EF:1A,INSIDE,1551367986312,-86,-86
FF:FF:C0:21:EF:BF,INSIDE,1551367985233,-95,-95
FF:FF:C0:21:F1:31,INSIDE,1551367985416,-87,-87
FF:FF:C0:21:EF:BA,INSIDE,1551367985089,-95,-95
FF:FF:C0:21:EF:1A,INSIDE,1551367986312,-86,-86
FF:FF:C0:21:EF:BF,INSIDE,1551367985233,-95,-95
FF:FF:C0:21:F1:31,INSIDE,1551367987211,-88,-88
FF:FF:C0:21:EF:BA,INSIDE,1551367988882,-91,-91
FF:FF:C0:21:EF:1A,INSIDE,1551367986312,-86,-86
FF:FF:C0:21:EF:BF,INSIDE,1551367986974,-88,-88
FF:FF:C0:21:F1:31,INSIDE,1551367987211,-88,-88
FF:FF:C0:21:EF:BA,INSIDE,1551367988882,-91,-91
FF:FF:C0:21:EF:1A,INSIDE,1551367989273,-93,-93
FF:FF:C0:21:EF:BF,INSIDE,1551367987212,-95,-95
FF:FF:C0:21:F1:31,INSIDE,1551367989319,-80,-80
FF:FF:C0:21:EF:BA,INSIDE,1551367988882,-91,-91
FF:FF:C0:21:EF:1A,INSIDE,1551367989273,-93,-93
FF:FF:C0:21:EF:BF,INSIDE,1551367988489,-83,-83
FF:FF:C0:21:F1:31,INSIDE,1551367989319,-80,-80
FF:FF:C0:21:EF:1A,INSIDE,1551367989273,-93,-93
FF:FF:C0:21:EF:BF,INSIDE,1551367990155,-89,-89
FF:FF:C0:21:F1:31,INSIDE,1551367990210,-93,-93
FF:FF:C0:21:EF:1A,INSIDE,1551367993813,-92,-92
FF:FF:C0:21:EF:BF,INSIDE,1551367990155,-89,-89
FF:FF:C0:21:F1:31,INSIDE,1551367991016,-88,-88
FF:FF:C0:21:EF:1A,INSIDE,1551367993813,-92,-92
FF:FF:C0:21:EF:BF,INSIDE,1551367991016,-90,-90
FF:FF:C0:21:F1:31,INSIDE,1551367992750,-94,-94
FF:FF:C0:21:EF:1A,INSIDE,1551367993813,-92,-92
FF:FF:C0:21:EF:BF,INSIDE,1551367992695,-86,-86
FF:FF:C0:21:F1:31,INSIDE,1551367993578,-92,-92
FF:FF:C0:21:EF:1A,INSIDE,1551367993813,-92,-92
FF:FF:C0:21:EF:BF,INSIDE,1551367993578,-92,-92
FF:FF:C0:21:F1:31,INSIDE,1551367996742,-92,-92
FF:FF:C0:21:EF:BA,INSIDE,1551367998038,-93,-93
FF:FF:C0:21:EF:1A,INSIDE,1551367994018,-92,-92
FF:FF:C0:21:EF:BF,INSIDE,1551367994206,-89,-89
FF:FF:C0:21:F1:31,INSIDE,1551367996742,-92,-92
FF:FF:C0:21:EF:BA,INSIDE,1551367998038,-93,-93
FF:FF:C0:21:EF:1A,INSIDE,1551367997464,-96,-96
FF:FF:C0:21:EF:BF,INSIDE,1551367995282,-89,-89
FF:FF:C0:21:F1:31,INSIDE,1551367996742,-92,-92
FF:FF:C0:21:EF:BA,INSIDE,1551367998038,-93,-93
FF:FF:C0:21:EF:1A,INSIDE,1551367997464,-96,-96
FF:FF:C0:21:EF:BF,INSIDE,1551367996208,-92,-92
FF:FF:C0:21:F1:31,INSIDE,1551367998015,-89,-89
FF:FF:C0:21:EF:BA,INSIDE,1551367998038,-93,-93
FF:FF:C0:21:EF:1A,INSIDE,1551367997464,-96,-96
FF:FF:C0:21:EF:BF,INSIDE,1551367997422,-88,-88
FF:FF:C0:21:F1:31,INSIDE,1551367998015,-89,-89
FF:FF:C0:21:EF:BA,INSIDE,1551367998038,-93,-93
FF:FF:C0:21:EF:1A,INSIDE,1551367998499,-94,-94
FF:FF:C0:21:EF:BF,INSIDE,1551367998516,-93,-93
FF:FF:C0:21:F1:31,INSIDE,1551367999972,-92,-92
FF:FF:C0:21:EF:BA,INSIDE,1551368002056,-94,-94
FF:FF:C0:21:EF:1A,INSIDE,1551367999782,-90,-90
FF:FF:C0:21:EF:BF,INSIDE,1551367999302,-91,-91
FF:FF:C0:21:EF:BA,INSIDE,1551368002056,-94,-94
FF:FF:C0:21:EF:1A,INSIDE,1551368000181,-93,-93
FF:FF:C0:21:EF:BF,INSIDE,1551368000436,-82,-82
FF:FF:C0:21:F1:31,INSIDE,1551368005121,-85,-85
FF:FF:C0:21:EF:BA,INSIDE,1551368002056,-94,-94
FF:FF:C0:21:EF:1A,INSIDE,1551368001056,-80,-80
FF:FF:C0:21:EF:BF,INSIDE,1551368002055,-83,-83
FF:FF:C0:21:F1:31,INSIDE,1551368005121,-85,-85
FF:FF:C0:21:EF:BA,INSIDE,1551368002056,-94,-94
FF:FF:C0:21:EF:1A,INSIDE,1551368002198,-85,-85
FF:FF:C0:21:EF:BF,INSIDE,1551368002055,-83,-83
FF:FF:C0:21:F1:31,INSIDE,1551368005121,-85,-85
FF:FF:C0:21:EF:BA,INSIDE,1551368005974,-90,-90
FF:FF:C0:21:EF:1A,INSIDE,1551368003176,-93,-93
FF:FF:C0:21:EF:BF,INSIDE,1551368003880,-87,-87
FF:FF:C0:21:F1:31,INSIDE,1551368005121,-85,-85
FF:FF:C0:21:EF:BA,INSIDE,1551368005974,-90,-90
FF:FF:C0:21:EF:1A,INSIDE,1551368004020,-85,-85
FF:FF:C0:21:EF:BF,INSIDE,1551368007744,-78,-78
FF:FF:C0:21:F1:31,INSIDE,1551368005121,-85,-85
FF:FF:C0:21:EF:BA,INSIDE,1551368005974,-90,-90
FF:FF:C0:21:EF:1A,INSIDE,1551368005315,-88,-88
FF:FF:C0:21:EF:BF,INSIDE,1551368007744,-78,-78
FF:FF:C0:21:F1:31,INSIDE,1551368006043,-81,-81
FF:FF:C0:21:EF:BA,INSIDE,1551368006799,-93,-93
FF:FF:C0:21:EF:1A,INSIDE,1551368006207,-83,-83
FF:FF:C0:21:EF:BF,INSIDE,1551368007744,-78,-78
FF:FF:C0:21:F1:31,INSIDE,1551368007733,-86,-86
FF:FF:C0:21:EF:BA,INSIDE,1551368007178,-93,-93
FF:FF:C0:21:EF:1A,INSIDE,1551368007178,-81,-81
FF:FF:C0:21:EF:BF,INSIDE,1551368007744,-78,-78
FF:FF:C0:21:F1:31,INSIDE,1551368008262,-79,-79
FF:FF:C0:21:EF:BA,INSIDE,1551368009212,-90,-90
FF:FF:C0:21:EF:1A,INSIDE,1551368008286,-84,-84
FF:FF:C0:21:EF:BF,INSIDE,1551368008265,-84,-84
FF:FF:C0:21:F1:31,INSIDE,1551368009785,-79,-79
FF:FF:C0:21:EF:BA,INSIDE,1551368009212,-90,-90
FF:FF:C0:21:EF:1A,INSIDE,1551368009147,-85,-85
FF:FF:C0:21:EF:BF,INSIDE,1551368010709,-89,-89
FF:FF:C0:21:F1:31,INSIDE,1551368012589,-85,-85
FF:FF:C0:21:EF:BA,INSIDE,1551368010022,-87,-87
FF:FF:C0:21:EF:1A,INSIDE,1551368010039,-88,-88
FF:FF:C0:21:EF:BF,INSIDE,1551368010709,-89,-89
FF:FF:C0:21:F1:31,INSIDE,1551368012589,-85,-85
FF:FF:C0:21:EF:BA,INSIDE,1551368014270,-87,-87
FF:FF:C0:21:EF:1A,INSIDE,1551368011163,-88,-88
FF:FF:C0:21:EF:BF,INSIDE,1551368011318,-92,-92
FF:FF:C0:21:F1:31,INSIDE,1551368012589,-85,-85
FF:FF:C0:21:EF:BA,INSIDE,1551368014270,-87,-87
FF:FF:C0:21:EF:1A,INSIDE,1551368012790,-82,-82
FF:FF:C0:21:EF:BF,INSIDE,1551368012298,-82,-82
FF:FF:C0:21:F1:31,INSIDE,1551368017033,-82,-82
FF:FF:C0:21:EF:BA,INSIDE,1551368014270,-87,-87
FF:FF:C0:21:EF:1A,INSIDE,1551368013002,-94,-94
FF:FF:C0:21:EF:BF,INSIDE,1551368013006,-83,-83
FF:FF:C0:21:F1:31,INSIDE,1551368017033,-82,-82
FF:FF:C0:21:EF:BA,INSIDE,1551368014270,-87,-87
FF:FF:C0:21:EF:1A,INSIDE,1551368014066,-82,-82
FF:FF:C0:21:EF:BF,INSIDE,1551368014461,-102,-102
FF:FF:C0:21:F1:31,INSIDE,1551368017033,-82,-82
FF:FF:C0:21:EF:BA,INSIDE,1551368018980,-94,-94
FF:FF:C0:21:EF:1A,INSIDE,1551368015019,-86,-86
FF:FF:C0:21:EF:BF,INSIDE,1551368015207,-91,-91
FF:FF:C0:21:F1:31,INSIDE,1551368017033,-82,-82
FF:FF:C0:21:EF:BA,INSIDE,1551368018980,-94,-94
FF:FF:C0:21:EF:1A,INSIDE,1551368016422,-87,-87
FF:FF:C0:21:EF:BF,INSIDE,1551368016148,-90,-90
FF:FF:C0:21:F1:31,INSIDE,1551368017033,-82,-82
FF:FF:C0:21:EF:BA,INSIDE,1551368018980,-94,-94
FF:FF:C0:21:EF:1A,INSIDE,1551368017429,-91,-91
FF:FF:C0:21:EF:BF,INSIDE,1551368020041,-91,-91
FF:FF:C0:21:F1:31,INSIDE,1551368021259,-90,-90
FF:FF:C0:21:EF:BA,INSIDE,1551368018980,-94,-94
FF:FF:C0:21:EF:1A,INSIDE,1551368018387,-78,-78
FF:FF:C0:21:EF:BF,INSIDE,1551368020041,-91,-91
FF:FF:C0:21:F1:31,INSIDE,1551368021259,-90,-90
FF:FF:C0:21:EF:BA,INSIDE,1551368019034,-90,-90
FF:FF:C0:21:EF:1A,INSIDE,1551368019034,-91,-91
FF:FF:C0:21:EF:BF,INSIDE,1551368020041,-91,-91
FF:FF:C0:21:F1:31,INSIDE,1551368021259,-90,-90
FF:FF:C0:21:EF:BA,INSIDE,1551368020051,-91,-91
FF:FF:C0:21:EF:1A,INSIDE,1551368020031,-88,-88
FF:FF:C0:21:EF:BF,INSIDE,1551368020041,-91,-91
FF:FF:C0:21:F1:31,INSIDE,1551368021259,-90,-90
FF:FF:C0:21:EF:BA,INSIDE,1551368023109,-91,-91
FF:FF:C0:21:EF:1A,INSIDE,1551368021333,-91,-91
FF:FF:C0:21:EF:BF,INSIDE,1551368021349,-91,-91
FF:FF:C0:21:F1:31,INSIDE,1551368022344,-90,-90
FF:FF:C0:21:EF:BA,INSIDE,1551368023109,-91,-91
FF:FF:C0:21:EF:1A,INSIDE,1551368022191,-93,-93
FF:FF:C0:21:EF:BF,INSIDE,1551368022548,-92,-92
FF:FF:C0:21:F1:31,INSIDE,1551368024137,-88,-88
FF:FF:C0:21:EF:BA,INSIDE,1551368023109,-91,-91
FF:FF:C0:21:EF:1A,INSIDE,1551368023235,-76,-76
FF:FF:C0:21:EF:BF,INSIDE,1551368025274,-86,-86
FF:FF:C0:21:F1:31,INSIDE,1551368024137,-88,-88
FF:FF:C0:21:EF:BA,INSIDE,1551368024312,-93,-93
FF:FF:C0:21:EF:1A,INSIDE,1551368024132,-93,-93
FF:FF:C0:21:EF:BF,INSIDE,1551368025274,-86,-86
FF:FF:C0:21:F1:31,INSIDE,1551368025649,-88,-88
FF:FF:C0:21:EF:BA,INSIDE,1551368026867,-93,-93
FF:FF:C0:21:EF:1A,INSIDE,1551368026530,-92,-92
FF:FF:C0:21:EF:BF,INSIDE,1551368025274,-86,-86
FF:FF:C0:21:F1:31,INSIDE,1551368026182,-89,-89
FF:FF:C0:21:EF:BA,INSIDE,1551368026867,-93,-93
FF:FF:C0:21:EF:1A,INSIDE,1551368026530,-92,-92
FF:FF:C0:21:EF:BF,INSIDE,1551368026731,-74,-74
FF:FF:C0:21:F1:31,INSIDE,1551368028626,-87,-87
FF:FF:C0:21:EF:BA,INSIDE,1551368028232,-86,-86
FF:FF:C0:21:EF:1A,INSIDE,1551368027061,-92,-92
FF:FF:C0:21:EF:BF,INSIDE,1551368028617,-84,-84
FF:FF:C0:21:F1:31,INSIDE,1551368028626,-87,-87
FF:FF:C0:21:EF:BA,INSIDE,1551368028232,-86,-86
FF:FF:C0:21:EF:1A,INSIDE,1551368028626,-91,-91
FF:FF:C0:21:EF:BF,INSIDE,1551368028617,-84,-84
FF:FF:C0:21:F1:31,INSIDE,1551368030223,-88,-88
FF:FF:C0:21:EF:1A,INSIDE,1551368029436,-93,-93
FF:FF:C0:21:EF:BF,INSIDE,1551368029014,-93,-93
FF:FF:C0:21:F1:31,INSIDE,1551368030223,-88,-88
FF:FF:C0:21:EF:BF,INSIDE,1551368030078,-86,-86
FF:FF:C0:21:F1:31,INSIDE,1551368032873,-84,-84
FF:FF:C0:21:EF:BF,INSIDE,1551368031308,-72,-72
FF:FF:C0:21:F1:31,INSIDE,1551368032873,-84,-84
FF:FF:C0:21:EF:BF,INSIDE,1551368032250,-74,-74
FF:FF:C0:21:F1:31,INSIDE,1551368033701,-77,-77
FF:FF:C0:21:EF:BA,INSIDE,1551368037384,-96,-96
FF:FF:C0:21:EF:1A,INSIDE,1551368037123,-90,-90
FF:FF:C0:21:EF:BF,INSIDE,1551368033869,-86,-86
FF:FF:C0:21:F1:31,INSIDE,1551368034237,-78,-78
FF:FF:C0:21:EF:BA,INSIDE,1551368037384,-96,-96
FF:FF:C0:21:EF:1A,INSIDE,1551368037123,-90,-90
FF:FF:C0:21:EF:BF,INSIDE,1551368034071,-87,-87
FF:FF:C0:21:F1:31,INSIDE,1551368035171,-86,-86
FF:FF:C0:21:EF:BA,INSIDE,1551368037384,-96,-96
FF:FF:C0:21:EF:1A,INSIDE,1551368037123,-90,-90
FF:FF:C0:21:EF:BF,INSIDE,1551368035019,-85,-85
FF:FF:C0:21:F1:31,INSIDE,1551368037384,-102,-102
FF:FF:C0:21:EF:BA,INSIDE,1551368037384,-96,-96
FF:FF:C0:21:EF:1A,INSIDE,1551368037123,-90,-90
FF:FF:C0:21:EF:BF,INSIDE,1551368036634,-78,-78
FF:FF:C0:21:F1:31,INSIDE,1551368037384,-102,-102
FF:FF:C0:21:EF:BA,INSIDE,1551368037384,-96,-96
FF:FF:C0:21:EF:1A,INSIDE,1551368037123,-90,-90
FF:FF:C0:21:EF:BF,INSIDE,1551368037107,-86,-86
FF:FF:C0:21:F1:31,INSIDE,1551368038227,-92,-92
FF:FF:C0:21:EF:BA,INSIDE,1551368038229,-86,-86
FF:FF:C0:21:EF:1A,INSIDE,1551368038462,-89,-89
FF:FF:C0:21:EF:BF,INSIDE,1551368042480,-93,-93
FF:FF:C0:21:F1:31,INSIDE,1551368039516,-85,-85
FF:FF:C0:21:EF:BA,INSIDE,1551368042443,-88,-88
FF:FF:C0:21:EF:1A,INSIDE,1551368039008,-89,-89
FF:FF:C0:21:EF:BF,INSIDE,1551368042480,-93,-93
FF:FF:C0:21:F1:31,INSIDE,1551368040065,-86,-86
FF:FF:C0:21:EF:BA,INSIDE,1551368042443,-88,-88
FF:FF:C0:21:EF:1A,INSIDE,1551368040097,-91,-91
FF:FF:C0:21:EF:BF,INSIDE,1551368042480,-93,-93
FF:FF:C0:21:F1:31,INSIDE,1551368041002,-91,-91
FF:FF:C0:21:EF:BA,INSIDE,1551368042443,-88,-88
FF:FF:C0:21:EF:1A,INSIDE,1551368041015,-88,-88
FF:FF:C0:21:EF:BF,INSIDE,1551368042480,-93,-93
FF:FF:C0:21:F1:31,INSIDE,1551368042022,-93,-93
FF:FF:C0:21:EF:BA,INSIDE,1551368042443,-88,-88
FF:FF:C0:21:EF:1A,INSIDE,1551368042025,-86,-86
FF:FF:C0:21:EF:BF,INSIDE,1551368042480,-93,-93
FF:FF:C0:21:F1:31,INSIDE,1551368043943,-83,-83
FF:FF:C0:21:EF:BA,INSIDE,1551368043710,-89,-89
FF:FF:C0:21:EF:1A,INSIDE,1551368043541,-88,-88
FF:FF:C0:21:EF:BF,INSIDE,1551368043550,-76,-76
FF:FF:C0:21:F1:31,INSIDE,1551368047601,-91,-91
FF:FF:C0:21:EF:BA,INSIDE,1551368044651,-90,-90
FF:FF:C0:21:EF:1A,INSIDE,1551368044190,-93,-93
FF:FF:C0:21:EF:BF,INSIDE,1551368044334,-88,-88
FF:FF:C0:21:F1:31,INSIDE,1551368047601,-91,-91
FF:FF:C0:21:EF:BA,INSIDE,1551368045879,-88,-88
FF:FF:C0:21:EF:1A,INSIDE,1551368045021,-88,-88
FF:FF:C0:21:EF:BF,INSIDE,1551368045264,-93,-93
FF:FF:C0:21:F1:31,INSIDE,1551368047601,-91,-91
FF:FF:C0:21:EF:BA,INSIDE,1551368046067,-84,-84
FF:FF:C0:21:EF:1A,INSIDE,1551368046870,-93,-93
FF:FF:C0:21:EF:BF,INSIDE,1551368046930,-88,-88
FF:FF:C0:21:F1:31,INSIDE,1551368047601,-91,-91
FF:FF:C0:21:EF:BA,INSIDE,1551368047184,-89,-89
FF:FF:C0:21:EF:1A,INSIDE,1551368048202,-94,-94
FF:FF:C0:21:EF:BF,INSIDE,1551368047184,-89,-89
FF:FF:C0:21:F1:31,INSIDE,1551368048868,-85,-85
FF:FF:C0:21:EF:BA,INSIDE,1551368048716,-86,-86
FF:FF:C0:21:EF:1A,INSIDE,1551368048202,-94,-94
FF:FF:C0:21:EF:BF,INSIDE,1551368048198,-83,-83
FF:FF:C0:21:F1:31,INSIDE,1551368049706,-91,-91
FF:FF:C0:21:EF:BA,INSIDE,1551368049053,-82,-82
FF:FF:C0:21:EF:1A,INSIDE,1551368049245,-93,-93
FF:FF:C0:21:EF:BF,INSIDE,1551368049058,-89,-89
FF:FF:C0:21:F1:31,INSIDE,1551368050106,-87,-87
FF:FF:C0:21:EF:BA,INSIDE,1551368051868,-90,-90
FF:FF:C0:21:EF:1A,INSIDE,1551368050140,-89,-89
FF:FF:C0:21:EF:BF,INSIDE,1551368052026,-92,-92
FF:FF:C0:21:F1:31,INSIDE,1551368051467,-90,-90
FF:FF:C0:21:EF:BA,INSIDE,1551368051868,-90,-90
FF:FF:C0:21:EF:1A,INSIDE,1551368051671,-90,-90
FF:FF:C0:21:EF:BF,INSIDE,1551368052026,-92,-92
FF:FF:C0:21:F1:31,INSIDE,1551368052034,-88,-88
FF:FF:C0:21:EF:BA,INSIDE,1551368052953,-90,-90
FF:FF:C0:21:EF:1A,INSIDE,1551368052045,-88,-88
FF:FF:C0:21:EF:BF,INSIDE,1551368052026,-92,-92
FF:FF:C0:21:F1:31,INSIDE,1551368053156,-89,-89
FF:FF:C0:21:EF:BA,INSIDE,1551368053148,-94,-94
FF:FF:C0:21:EF:1A,INSIDE,1551368053074,-90,-90
FF:FF:C0:21:EF:BF,INSIDE,1551368053102,-90,-90
FF:FF:C0:21:F1:31,INSIDE,1551368055086,-89,-89
FF:FF:C0:21:EF:BA,INSIDE,1551368054014,-79,-79
FF:FF:C0:21:EF:1A,INSIDE,1551368055829,-88,-88
FF:FF:C0:21:EF:BF,INSIDE,1551368054160,-87,-87
FF:FF:C0:21:F1:31,INSIDE,1551368055086,-89,-89
FF:FF:C0:21:EF:BA,INSIDE,1551368057826,-85,-85
FF:FF:C0:21:EF:1A,INSIDE,1551368055829,-88,-88
FF:FF:C0:21:EF:BF,INSIDE,1551368055028,-76,-76
FF:FF:C0:21:F1:31,INSIDE,1551368056366,-88,-88
FF:FF:C0:21:EF:BA,INSIDE,1551368057826,-85,-85
FF:FF:C0:21:EF:1A,INSIDE,1551368056110,-89,-89
FF:FF:C0:21:EF:BF,INSIDE,1551368059091,-91,-91
FF:FF:C0:21:F1:31,INSIDE,1551368057799,-88,-88
FF:FF:C0:21:EF:BA,INSIDE,1551368057826,-85,-85
FF:FF:C0:21:EF:1A,INSIDE,1551368060194,-91,-91
FF:FF:C0:21:EF:BF,INSIDE,1551368059091,-91,-91
FF:FF:C0:21:F1:31,INSIDE,1551368058022,-89,-89
FF:FF:C0:21:EF:BA,INSIDE,1551368058053,-85,-85
FF:FF:C0:21:EF:1A,INSIDE,1551368060194,-91,-91
FF:FF:C0:21:EF:BF,INSIDE,1551368059091,-91,-91
FF:FF:C0:21:F1:31,INSIDE,1551368060154,-90,-90
FF:FF:C0:21:EF:BA,INSIDE,1551368061293,-96,-96
FF:FF:C0:21:EF:1A,INSIDE,1551368060194,-91,-91
FF:FF:C0:21:EF:BF,INSIDE,1551368059091,-91,-91
FF:FF:C0:21:F1:31,INSIDE,1551368060154,-90,-90
FF:FF:C0:21:EF:BA,INSIDE,1551368061293,-96,-96
FF:FF:C0:21:EF:1A,INSIDE,1551368060194,-91,-91
FF:FF:C0:21:F1:31,INSIDE,1551368062035,-83,-83
FF:FF:C0:21:EF:BA,INSIDE,1551368061293,-96,-96
FF:FF:C0:21:EF:1A,INSIDE,1551368061229,-85,-85
FF:FF:C0:21:F1:31,INSIDE,1551368062035,-83,-83
FF:FF:C0:21:EF:BA,INSIDE,1551368062584,-88,-88
FF:FF:C0:21:EF:1A,INSIDE,1551368062248,-87,-87
FF:FF:C0:21:EF:BF,INSIDE,1551368066989,-86,-86
FF:FF:C0:21:F1:31,INSIDE,1551368064005,-90,-90
FF:FF:C0:21:EF:BA,INSIDE,1551368063518,-85,-85
FF:FF:C0:21:EF:1A,INSIDE,1551368063545,-93,-93
FF:FF:C0:21:EF:BF,INSIDE,1551368066989,-86,-86
FF:FF:C0:21:F1:31,INSIDE,1551368064005,-90,-90
FF:FF:C0:21:EF:BA,INSIDE,1551368064006,-83,-83
FF:FF:C0:21:EF:1A,INSIDE,1551368064055,-95,-95
FF:FF:C0:21:EF:BF,INSIDE,1551368066989,-86,-86
FF:FF:C0:21:F1:31,INSIDE,1551368065132,-94,-94
FF:FF:C0:21:EF:BA,INSIDE,1551368065064,-86,-86
FF:FF:C0:21:EF:1A,INSIDE,1551368066589,-89,-89
FF:FF:C0:21:EF:BF,INSIDE,1551368066989,-86,-86
FF:FF:C0:21:F1:31,INSIDE,1551368069393,-88,-88
FF:FF:C0:21:EF:BA,INSIDE,1551368066065,-87,-87
FF:FF:C0:21:EF:1A,INSIDE,1551368066589,-89,-89
FF:FF:C0:21:EF:BF,INSIDE,1551368066989,-86,-86
FF:FF:C0:21:F1:31,INSIDE,1551368069393,-88,-88
FF:FF:C0:21:EF:BA,INSIDE,1551368068943,-93,-93
FF:FF:C0:21:EF:1A,INSIDE,1551368068786,-93,-93
FF:FF:C0:21:EF:BF,INSIDE,1551368067199,-85,-85
FF:FF:C0:21:F1:31,INSIDE,1551368069393,-88,-88
FF:FF:C0:21:EF:BA,INSIDE,1551368068943,-93,-93
FF:FF:C0:21:EF:1A,INSIDE,1551368068786,-93,-93
FF:FF:C0:21:EF:BF,INSIDE,1551368068630,-89,-89
FF:FF:C0:21:F1:31,INSIDE,1551368069393,-88,-88
FF:FF:C0:21:EF:BA,INSIDE,1551368070237,-95,-95
FF:FF:C0:21:EF:1A,INSIDE,1551368069913,-94,-94
FF:FF:C0:21:EF:BF,INSIDE,1551368070679,-88,-88
FF:FF:C0:21:F1:31,INSIDE,1551368070238,-92,-92
FF:FF:C0:21:EF:BA,INSIDE,1551368070237,-95,-95
FF:FF:C0:21:EF:1A,INSIDE,1551368070613,-91,-91
FF:FF:C0:21:EF:BF,INSIDE,1551368070679,-88,-88
FF:FF:C0:21:F1:31,INSIDE,1551368071224,-82,-82
FF:FF:C0:21:EF:BA,INSIDE,1551368071708,-89,-89
FF:FF:C0:21:EF:1A,INSIDE,1551368072271,-91,-91
FF:FF:C0:21:EF:BF,INSIDE,1551368071003,-83,-83
FF:FF:C0:21:F1:31,INSIDE,1551368072075,-89,-89
FF:FF:C0:21:EF:BA,INSIDE,1551368072085,-88,-88
FF:FF:C0:21:EF:1A,INSIDE,1551368072271,-91,-91
FF:FF:C0:21:EF:BF,INSIDE,1551368072156,-92,-92
FF:FF:C0:21:F1:31,INSIDE,1551368073001,-83,-83
FF:FF:C0:21:EF:BA,INSIDE,1551368073215,-89,-89
FF:FF:C0:21:EF:1A,INSIDE,1551368074434,-93,-93
FF:FF:C0:21:EF:BF,INSIDE,1551368073378,-89,-89
FF:FF:C0:21:F1:31,INSIDE,1551368074500,-92,-92
FF:FF:C0:21:EF:BA,INSIDE,1551368074299,-90,-90
FF:FF:C0:21:EF:1A,INSIDE,1551368074434,-93,-93
FF:FF:C0:21:EF:BF,INSIDE,1551368074701,-89,-89
FF:FF:C0:21:F1:31,INSIDE,1551368075036,-88,-88
FF:FF:C0:21:EF:BA,INSIDE,1551368075405,-93,-93
FF:FF:C0:21:EF:1A,INSIDE,1551368075518,-91,-91
FF:FF:C0:21:EF:BF,INSIDE,1551368075353,-89,-89
FF:FF:C0:21:F1:31,INSIDE,1551368076165,-89,-89
FF:FF:C0:21:EF:1A,INSIDE,1551368076175,-93,-93
FF:FF:C0:21:EF:BF,INSIDE,1551368076798,-86,-86
FF:FF:C0:21:F1:31,INSIDE,1551368078281,-95,-95
FF:FF:C0:21:EF:1A,INSIDE,1551368077599,-93,-93
FF:FF:C0:21:EF:BF,INSIDE,1551368077007,-83,-83
FF:FF:C0:21:F1:31,INSIDE,1551368078281,-95,-95
FF:FF:C0:21:EF:1A,INSIDE,1551368078477,-92,-92
FF:FF:C0:21:EF:BF,INSIDE,1551368078502,-87,-87
FF:FF:C0:21:F1:31,INSIDE,1551368079393,-93,-93
FF:FF:C0:21:EF:1A,INSIDE,1551368079421,-81,-81
FF:FF:C0:21:EF:BF,INSIDE,1551368079165,-88,-88
FF:FF:C0:21:F1:31,INSIDE,1551368080471,-85,-85
FF:FF:C0:21:EF:1A,INSIDE,1551368080022,-86,-86
FF:FF:C0:21:EF:BF,INSIDE,1551368080472,-86,-86
FF:FF:C0:21:F1:31,INSIDE,1551368083819,-96,-96
FF:FF:C0:21:EF:BA,INSIDE,1551368085283,-87,-87
FF:FF:C0:21:EF:1A,INSIDE,1551368081442,-88,-88
FF:FF:C0:21:EF:BF,INSIDE,1551368081076,-89,-89
FF:FF:C0:21:F1:31,INSIDE,1551368083819,-96,-96
