,0,1
0,4.762800344910422,6.642947648289787
1,4.782487013638902,6.411818457610693
2,4.823946159768674,6.26158086867003
3,4.956776079128787,6.2884955404129785
4,5.24920910594189,6.351314144871231
5,5.640875232117798,6.282971411796539
6,5.849277716439366,6.19199444646318
7,5.798255243695151,6.147745403033955
8,6.047679350721004,5.556405574249476
9,6.269164249278119,5.0037550525299865
10,6.1050564065584165,5.217801655454996
11,5.334816680034364,5.92153929380805
12,4.608699741740589,6.390248950286108
13,5.240380401611762,6.212833229091351
14,5.690215241745523,6.076186060523373
15,5.232743541501861,6.395060776504879
16,5.064016047924317,6.708457022709928
17,5.211182642210733,6.856634709039901
18,5.24967967618395,6.808503971262195
19,5.17763347460972,6.604668029391433
20,5.074589488755507,6.417428710357999
21,5.03478312394982,6.52699170627984
22,5.629703034084985,6.192249476926326
23,6.237907884546382,5.375885421119389
24,6.225595464811037,5.095647021490911
25,6.0602336069324805,5.445403220170026
26,5.647374218153939,6.374948090002023
27,5.641890967068994,6.680874035959782
28,5.921615892875356,5.957944361012496
29,6.0291830199302545,5.365819499956673
30,6.146269059991665,5.360551678250443
31,5.853155127899754,5.903872200527353
32,5.611160185480696,6.431876738250835
33,5.9642085424338225,6.3455438688609025
34,6.454970979982598,5.790745916965096
35,6.63039963406066,5.484215480206072
36,6.6451382863851425,5.283527728116271
37,6.688235464867379,5.099024215020229
38,6.389646918995381,5.425208703498644
39,6.0759503894675895,6.040704370074776
40,6.037024892722814,6.2242897229189795
41,5.974348420076959,6.213690768723701
42,5.233030619957886,6.324041993579182
43,5.019074698448069,5.941275763239314
44,5.913517762926433,5.888994786684491
45,6.310537007881184,6.189462992118818
46,6.1790431004797775,6.352556183729333
47,5.9164973089048285,6.464214516450395
48,6.298373383573206,5.873706000905233
49,6.486052201362269,5.6072584858257155
50,5.828663151865569,6.196051409594968
51,5.208481074842643,6.565313129285926
52,4.8436757987465535,6.873647965400365
53,5.275020966212234,6.725623828817463
54,6.030393503195131,6.072641235923382
55,5.287259646718021,5.824745847408432
56,4.398336822916142,5.944567427544158
57,4.831783734374215,6.592796423584824
58,5.043971374339624,6.899141076428721
59,4.583053509146535,6.807463070643023
60,4.610325450862175,6.279478484730359
61,4.794735308369286,6.110767780316518
62,4.666202911842087,6.758544472302886
63,4.797414512671753,6.435023235970624
64,4.640757386439609,5.696894374552992
65,4.818787913872614,6.022007017398024
66,5.289480719998353,6.503783441979385
67,5.559138337640993,6.315698170373639
68,,
69,,
70,5.814906462331428,4.580235962409894
71,4.879478166210126,5.485990719656218
72,4.504620823789764,6.303048712929472
73,4.584357282664696,6.318104629833919
74,4.477460140225646,6.029952124679374
75,4.017781078783039,5.537696399195491
76,4.095430708188227,5.788307108661347
77,4.874174807917628,6.629028704382086
78,5.109086580925579,6.892138263624183
79,5.4887541345414865,6.8102068088535335
80,5.605169852069059,6.85483388372092
81,5.058198429236668,7.087763888561167
82,4.8501196682721694,6.824781372110074
83,4.893361907367926,6.513399266763186
84,5.069983213434204,6.4072492153411496
85,5.476106746721475,6.258060611942892
86,5.790092491009508,6.0917982012150755
87,5.704482811818135,5.949524419688408
88,4.6420426741094625,6.1762035464873835
89,3.976812307729058,5.82419057401816
90,4.5047230708694554,5.045667348170563
91,5.502116676968229,5.255895883493764
92,6.298835339507944,5.751627044672857
93,5.89549614947502,5.7543555051177835
94,5.646176723055248,5.4644649228556545
95,6.193421376758103,5.255280030328117
96,6.509494353489607,5.56037771002152
97,6.3801001222300116,5.576038402330578
98,6.217329414444484,5.274011469467488
99,6.229754976072662,5.342690006623207
100,6.432605253196114,5.258059574307619
101,6.883566508410078,5.216177038493925
102,,
103,,
104,,
105,6.431843271582647,5.732641269089232
106,6.360097218847875,5.685612315223618
107,6.196347451346489,5.675834248656009
108,5.847547484468417,5.872668479135623
109,5.655532180232843,5.9367094882515365
110,5.610932615491111,5.988574913275898
111,5.6451816998114275,5.920717460605238
112,5.989892567308149,6.058714800140956
113,6.300661727978992,6.33608394011267
114,5.946483408849277,6.5888054129337785
115,5.535704311294053,6.368099351429813
116,5.488079785201127,6.049476910704801
117,5.943640716121062,6.294648645555191
