,time,rssi,azimuth,elevation,anchor,tag
0,2022-09-18 05:45:32.000,-69.0,-23.8,10.6,anchor-a@ch37,tag-a@-35
1,2022-09-18 05:45:32.500,-68.66666666666667,-24.0,11.666666666666666,anchor-a@ch37,tag-a@-35
2,2022-09-18 05:45:33.000,-70.85714285714286,-24.0,10.714285714285714,anchor-a@ch37,tag-a@-35
3,2022-09-18 05:45:33.500,-68.0,-23.333333333333332,10.0,anchor-a@ch37,tag-a@-35
4,2022-09-18 05:45:34.000,-70.5,-24.625,10.5,anchor-a@ch37,tag-a@-35
5,2022-09-18 05:45:34.500,-69.875,-24.0,10.75,anchor-a@ch37,tag-a@-35
6,2022-09-18 05:45:35.000,-70.66666666666667,-23.166666666666668,10.0,anchor-a@ch37,tag-a@-35
7,2022-09-18 05:45:35.500,-68.57142857142857,-23.0,9.857142857142858,anchor-a@ch37,tag-a@-35
8,2022-09-18 05:45:36.000,-68.25,-29.25,-9.5,anchor-a@ch37,tag-a@-35
9,2022-09-18 05:45:36.500,-68.42857142857143,-25.142857142857142,4.285714285714286,anchor-a@ch37,tag-a@-35
10,2022-09-18 05:45:37.000,-75.14285714285714,-23.0,10.714285714285714,anchor-a@ch37,tag-a@-35
11,2022-09-18 05:45:37.500,-79.25,-23.0,11.25,anchor-a@ch37,tag-a@-35
12,2022-09-18 05:45:38.000,-68.5,-23.0,11.0,anchor-a@ch37,tag-a@-35
13,2022-09-18 05:45:38.500,-70.625,-23.0,11.0,anchor-a@ch37,tag-a@-35
14,2022-09-18 05:45:39.000,-72.5,-23.0,11.0,anchor-a@ch37,tag-a@-35
15,2022-09-18 05:45:39.500,-69.0,-24.0,11.0,anchor-a@ch37,tag-a@-35
16,2022-09-18 05:45:40.000,-72.5,-26.5,1.5,anchor-a@ch37,tag-a@-35
17,2022-09-18 05:45:40.500,-71.6,-26.0,11.8,anchor-a@ch37,tag-a@-35
18,2022-09-18 05:45:41.000,-75.25,-24.0,12.0,anchor-a@ch37,tag-a@-35
19,2022-09-18 05:45:41.500,-68.66666666666667,-23.0,13.0,anchor-a@ch37,tag-a@-35
20,2022-09-18 05:45:42.000,-68.33333333333333,-22.833333333333332,13.666666666666666,anchor-a@ch37,tag-a@-35
21,2022-09-18 05:45:42.500,-71.6,-23.0,13.2,anchor-a@ch37,tag-a@-35
22,2022-09-18 05:45:43.000,-73.5,-24.0,11.333333333333334,anchor-a@ch37,tag-a@-35
23,2022-09-18 05:45:43.500,-69.2,-28.2,10.0,anchor-a@ch37,tag-a@-35
24,2022-09-18 05:45:44.000,-74.25,-24.625,10.75,anchor-a@ch37,tag-a@-35
25,2022-09-18 05:45:44.500,-71.8,-23.0,11.6,anchor-a@ch37,tag-a@-35
26,2022-09-18 05:45:45.000,-77.6,-23.0,13.0,anchor-a@ch37,tag-a@-35
27,2022-09-18 05:45:45.500,-71.5,-25.0,4.333333333333333,anchor-a@ch37,tag-a@-35
28,2022-09-18 05:45:46.000,-69.0,-23.0,10.666666666666666,anchor-a@ch37,tag-a@-35
29,2022-09-18 05:45:46.500,-73.14285714285714,-23.0,12.714285714285714,anchor-a@ch37,tag-a@-35
30,2022-09-18 05:45:47.000,-74.0,-23.0,12.666666666666666,anchor-a@ch37,tag-a@-35
31,2022-09-18 05:45:47.500,-72.2,-23.0,13.0,anchor-a@ch37,tag-a@-35
32,2022-09-18 05:45:48.000,-76.5,-22.5,13.0,anchor-a@ch37,tag-a@-35
33,2022-09-18 05:45:48.500,-70.75,-22.375,11.75,anchor-a@ch37,tag-a@-35
34,2022-09-18 05:45:49.000,-72.2,-23.0,10.0,anchor-a@ch37,tag-a@-35
35,2022-09-18 05:45:49.500,-72.6,-30.0,-5.8,anchor-a@ch37,tag-a@-35
36,2022-09-18 05:45:50.000,-69.0,-23.0,9.5,anchor-a@ch37,tag-a@-35
37,2022-09-18 05:45:50.500,-75.28571428571429,-23.0,10.142857142857142,anchor-a@ch37,tag-a@-35
38,2022-09-18 05:45:51.000,-72.75,-23.0,12.0,anchor-a@ch37,tag-a@-35
39,2022-09-18 05:45:51.500,-73.0,-22.0,12.285714285714286,anchor-a@ch37,tag-a@-35
40,2022-09-18 05:45:52.000,-76.5,-22.5,13.0,anchor-a@ch37,tag-a@-35
41,2022-09-18 05:45:52.500,-76.0,-23.0,14.75,anchor-a@ch37,tag-a@-35
42,2022-09-18 05:45:53.000,-78.8,-23.0,11.8,anchor-a@ch37,tag-a@-35
43,2022-09-18 05:45:53.500,-71.5,-23.0,14.166666666666666,anchor-a@ch37,tag-a@-35
44,2022-09-18 05:45:54.000,-71.33333333333333,-23.0,14.166666666666666,anchor-a@ch37,tag-a@-35
45,2022-09-18 05:45:54.500,-68.75,-23.0,11.75,anchor-a@ch37,tag-a@-35
46,2022-09-18 05:45:55.000,-73.83333333333333,-23.833333333333332,10.333333333333334,anchor-a@ch37,tag-a@-35
47,2022-09-18 05:45:55.500,-68.66666666666667,-24.666666666666668,11.0,anchor-a@ch37,tag-a@-35
48,2022-09-18 05:45:56.000,-72.85714285714286,-24.857142857142858,10.857142857142858,anchor-a@ch37,tag-a@-35
49,2022-09-18 05:45:56.500,-69.0,-24.0,11.0,anchor-a@ch37,tag-a@-35
50,2022-09-18 05:45:57.000,-78.33333333333333,-24.0,11.0,anchor-a@ch37,tag-a@-35
51,2022-09-18 05:45:57.500,-74.33333333333333,-23.666666666666668,12.666666666666666,anchor-a@ch37,tag-a@-35
52,2022-09-18 05:45:58.000,-71.5,-23.0,15.166666666666666,anchor-a@ch37,tag-a@-35
53,2022-09-18 05:45:58.500,-74.8,-23.2,12.4,anchor-a@ch37,tag-a@-35
54,2022-09-18 05:45:59.000,-73.66666666666667,-24.0,10.0,anchor-a@ch37,tag-a@-35
55,2022-09-18 05:45:59.500,-71.4,-24.4,10.0,anchor-a@ch37,tag-a@-35
56,2022-09-18 05:46:00.000,-69.0,-24.4,11.4,anchor-a@ch37,tag-a@-35
57,2022-09-18 05:46:00.500,-69.0,-23.75,13.0,anchor-a@ch37,tag-a@-35
58,2022-09-18 05:46:01.000,-71.0,-24.0,11.0,anchor-a@ch37,tag-a@-35
59,2022-09-18 05:46:01.500,-70.83333333333333,-23.833333333333332,10.333333333333334,anchor-a@ch37,tag-a@-35
60,2022-09-18 05:46:02.000,-78.33333333333333,-32.0,-14.333333333333334,anchor-a@ch37,tag-a@-35
61,2022-09-18 05:46:02.500,-69.0,-36.0,-27.25,anchor-a@ch37,tag-a@-35
62,2022-09-18 05:46:03.000,-71.33333333333333,-27.833333333333332,-2.6666666666666665,anchor-a@ch37,tag-a@-35
63,2022-09-18 05:46:03.500,-68.5,-23.25,9.0,anchor-a@ch37,tag-a@-35
64,2022-09-18 05:46:04.000,-69.0,-23.0,9.0,anchor-a@ch37,tag-a@-35
65,2022-09-18 05:46:04.500,-68.8,-22.6,9.0,anchor-a@ch37,tag-a@-35
66,2022-09-18 05:46:05.000,,,,anchor-a@ch37,tag-a@-35
67,2022-09-18 05:46:05.500,-69.0,-23.0,9.0,anchor-a@ch37,tag-a@-35
68,2022-09-18 05:46:06.000,-69.0,-23.0,12.0,anchor-a@ch37,tag-a@-35
69,2022-09-18 05:46:06.500,-71.75,-23.0,11.0,anchor-a@ch37,tag-a@-35
70,2022-09-18 05:46:07.000,-68.33333333333333,-24.666666666666668,0.3333333333333333,anchor-a@ch37,tag-a@-35
71,2022-09-18 05:46:07.500,,,,anchor-a@ch37,tag-a@-35
72,2022-09-18 05:46:08.000,-68.0,-24.0,8.0,anchor-a@ch37,tag-a@-35
73,2022-09-18 05:46:08.500,-68.5,-23.0,11.5,anchor-a@ch37,tag-a@-35
74,2022-09-18 05:46:09.000,-68.0,-23.0,10.5,anchor-a@ch37,tag-a@-35
75,2022-09-18 05:46:09.500,-71.66666666666667,-23.0,10.0,anchor-a@ch37,tag-a@-35
76,2022-09-18 05:46:10.000,-69.0,-23.25,11.25,anchor-a@ch37,tag-a@-35
77,2022-09-18 05:46:10.500,-68.5,-23.0,11.25,anchor-a@ch37,tag-a@-35
78,2022-09-18 05:46:11.000,-68.71428571428571,-23.285714285714285,8.714285714285714,anchor-a@ch37,tag-a@-35
79,2022-09-18 05:46:11.500,-76.25,-23.25,8.75,anchor-a@ch37,tag-a@-35
80,2022-09-18 05:46:12.000,-71.8,-23.0,10.0,anchor-a@ch37,tag-a@-35
81,2022-09-18 05:46:12.500,-70.55555555555556,-23.0,10.222222222222221,anchor-a@ch37,tag-a@-35
82,2022-09-18 05:46:13.000,-72.75,-23.0,10.625,anchor-a@ch37,tag-a@-35
83,2022-09-18 05:46:13.500,-69.0,-28.0,10.0,anchor-a@ch37,tag-a@-35
84,2022-09-18 05:46:14.000,-71.8,-31.0,-12.6,anchor-a@ch37,tag-a@-35
