,time,rssi,azimuth,elevation,anchor,tag
0,2022-09-18 05:54:23.000,-74.0,14.5,0.0,anchor-a@ch37,tag-a@-35
1,2022-09-18 05:54:23.500,-74.0,14.0,0.0,anchor-a@ch37,tag-a@-35
2,2022-09-18 05:54:24.000,-75.71428571428571,13.0,-0.7142857142857143,anchor-a@ch37,tag-a@-35
3,2022-09-18 05:54:24.500,-77.0,12.0,-3.4,anchor-a@ch37,tag-a@-35
4,2022-09-18 05:54:25.000,-74.0,11.0,-3.5,anchor-a@ch37,tag-a@-35
5,2022-09-18 05:54:25.500,-73.75,12.0,0.0,anchor-a@ch37,tag-a@-35
6,2022-09-18 05:54:26.000,-75.16666666666667,12.5,0.0,anchor-a@ch37,tag-a@-35
7,2022-09-18 05:54:26.500,-73.5,15.0,-0.5,anchor-a@ch37,tag-a@-35
8,2022-09-18 05:54:27.000,-75.33333333333333,14.333333333333334,-0.3333333333333333,anchor-a@ch37,tag-a@-35
9,2022-09-18 05:54:27.500,-76.0,12.857142857142858,-1.0,anchor-a@ch37,tag-a@-35
10,2022-09-18 05:54:28.000,-75.5,12.5,-1.5,anchor-a@ch37,tag-a@-35
11,2022-09-18 05:54:28.500,-75.5,12.0,-3.0,anchor-a@ch37,tag-a@-35
12,2022-09-18 05:54:29.000,-73.6,12.0,-7.2,anchor-a@ch37,tag-a@-35
13,2022-09-18 05:54:29.500,-74.0,12.333333333333334,-7.0,anchor-a@ch37,tag-a@-35
14,2022-09-18 05:54:30.000,-74.0,15.25,-4.5,anchor-a@ch37,tag-a@-35
15,2022-09-18 05:54:30.500,-73.75,17.0,-1.5,anchor-a@ch37,tag-a@-35
16,2022-09-18 05:54:31.000,-77.33333333333333,16.833333333333332,-4.0,anchor-a@ch37,tag-a@-35
17,2022-09-18 05:54:31.500,-75.0,16.0,-4.0,anchor-a@ch37,tag-a@-35
18,2022-09-18 05:54:32.000,-74.2,15.2,-2.0,anchor-a@ch37,tag-a@-35
19,2022-09-18 05:54:32.500,-74.6,15.4,-4.0,anchor-a@ch37,tag-a@-35
20,2022-09-18 05:54:33.000,-74.125,17.125,-2.875,anchor-a@ch37,tag-a@-35
21,2022-09-18 05:54:33.500,-74.5,17.666666666666668,-1.8333333333333333,anchor-a@ch37,tag-a@-35
22,2022-09-18 05:54:34.000,,,,anchor-a@ch37,tag-a@-35
23,2022-09-18 05:54:34.500,-74.5,14.5,-1.75,anchor-a@ch37,tag-a@-35
24,2022-09-18 05:54:35.000,-74.66666666666667,14.333333333333334,-2.0,anchor-a@ch37,tag-a@-35
25,2022-09-18 05:54:35.500,-77.4,15.8,-0.4,anchor-a@ch37,tag-a@-35
26,2022-09-18 05:54:36.000,-74.66666666666667,15.5,-2.1666666666666665,anchor-a@ch37,tag-a@-35
27,2022-09-18 05:54:36.500,-75.0,15.0,-5.0,anchor-a@ch37,tag-a@-35
28,2022-09-18 05:54:37.000,-74.0,14.0,-4.0,anchor-a@ch37,tag-a@-35
29,2022-09-18 05:54:37.500,-74.0,14.25,-3.5,anchor-a@ch37,tag-a@-35
30,2022-09-18 05:54:38.000,-74.5,15.0,-2.25,anchor-a@ch37,tag-a@-35
31,2022-09-18 05:54:38.500,-74.66666666666667,15.0,-3.0,anchor-a@ch37,tag-a@-35
32,2022-09-18 05:54:39.000,-74.83333333333333,15.0,-3.6666666666666665,anchor-a@ch37,tag-a@-35
33,2022-09-18 05:54:39.500,-74.6,15.6,-4.0,anchor-a@ch37,tag-a@-35
34,2022-09-18 05:54:40.000,-74.0,15.333333333333334,-4.333333333333333,anchor-a@ch37,tag-a@-35
35,2022-09-18 05:54:40.500,-74.0,15.0,-5.0,anchor-a@ch37,tag-a@-35
36,2022-09-18 05:54:41.000,-74.0,15.333333333333334,-5.0,anchor-a@ch37,tag-a@-35
37,2022-09-18 05:54:41.500,-74.0,15.0,-4.0,anchor-a@ch37,tag-a@-35
38,2022-09-18 05:54:42.000,-74.0,13.714285714285714,-3.857142857142857,anchor-a@ch37,tag-a@-35
39,2022-09-18 05:54:42.500,-74.0,14.666666666666666,-3.0,anchor-a@ch37,tag-a@-35
40,2022-09-18 05:54:43.000,-74.5,14.0,-3.0,anchor-a@ch37,tag-a@-35
41,2022-09-18 05:54:43.500,-74.33333333333333,12.666666666666666,-4.0,anchor-a@ch37,tag-a@-35
42,2022-09-18 05:54:44.000,-74.5,14.25,-1.5,anchor-a@ch37,tag-a@-35
43,2022-09-18 05:54:44.500,-76.5,13.5,-3.25,anchor-a@ch37,tag-a@-35
44,2022-09-18 05:54:45.000,-74.33333333333333,14.666666666666666,-4.333333333333333,anchor-a@ch37,tag-a@-35
45,2022-09-18 05:54:45.500,-74.5,16.75,-4.25,anchor-a@ch37,tag-a@-35
46,2022-09-18 05:54:46.000,-74.5,15.5,-3.5,anchor-a@ch37,tag-a@-35
47,2022-09-18 05:54:46.500,-74.0,13.0,-2.3333333333333335,anchor-a@ch37,tag-a@-35
48,2022-09-18 05:54:47.000,-74.0,13.5,-2.5,anchor-a@ch37,tag-a@-35
49,2022-09-18 05:54:47.500,-74.0,14.0,0.0,anchor-a@ch37,tag-a@-35
50,2022-09-18 05:54:48.000,-74.0,15.0,0.0,anchor-a@ch37,tag-a@-35
51,2022-09-18 05:54:48.500,-77.875,13.0,-1.875,anchor-a@ch37,tag-a@-35
52,2022-09-18 05:54:49.000,-73.5,14.0,-2.0,anchor-a@ch37,tag-a@-35
53,2022-09-18 05:54:49.500,-73.66666666666667,14.0,-2.0,anchor-a@ch37,tag-a@-35
54,2022-09-18 05:54:50.000,-73.5,13.0,-2.0,anchor-a@ch37,tag-a@-35
55,2022-09-18 05:54:50.500,-73.4,13.0,-1.8,anchor-a@ch37,tag-a@-35
56,2022-09-18 05:54:51.000,-75.0,14.8,-2.2,anchor-a@ch37,tag-a@-35
57,2022-09-18 05:54:51.500,-74.0,16.0,-1.5,anchor-a@ch37,tag-a@-35
58,2022-09-18 05:54:52.000,-74.75,14.0,-1.0,anchor-a@ch37,tag-a@-35
59,2022-09-18 05:54:52.500,-77.5,14.0,0.0,anchor-a@ch37,tag-a@-35
60,2022-09-18 05:54:53.000,-73.5,14.5,1.5,anchor-a@ch37,tag-a@-35
61,2022-09-18 05:54:53.500,-74.25,17.75,4.25,anchor-a@ch37,tag-a@-35
62,2022-09-18 05:54:54.000,-75.0,15.0,2.0,anchor-a@ch37,tag-a@-35
63,2022-09-18 05:54:54.500,-74.0,15.0,1.0,anchor-a@ch37,tag-a@-35
64,2022-09-18 05:54:55.000,-74.5,16.5,-1.5,anchor-a@ch37,tag-a@-35
65,2022-09-18 05:54:55.500,-74.0,16.4,-1.2,anchor-a@ch37,tag-a@-35
66,2022-09-18 05:54:56.000,-73.8,14.6,-2.0,anchor-a@ch37,tag-a@-35
67,2022-09-18 05:54:56.500,-73.5,12.5,-2.0,anchor-a@ch37,tag-a@-35
68,2022-09-18 05:54:57.000,-74.16666666666667,13.166666666666666,-0.3333333333333333,anchor-a@ch37,tag-a@-35
69,2022-09-18 05:54:57.500,-74.0,14.0,0.25,anchor-a@ch37,tag-a@-35
70,2022-09-18 05:54:58.000,-76.42857142857143,15.285714285714286,0.5714285714285714,anchor-a@ch37,tag-a@-35
71,2022-09-18 05:54:58.500,-75.66666666666667,17.666666666666668,4.333333333333333,anchor-a@ch37,tag-a@-35
72,2022-09-18 05:54:59.000,-74.25,15.5,2.5,anchor-a@ch37,tag-a@-35
73,2022-09-18 05:54:59.500,-74.14285714285714,14.0,-2.0,anchor-a@ch37,tag-a@-35
74,2022-09-18 05:55:00.000,-73.5,14.0,-3.0,anchor-a@ch37,tag-a@-35
75,2022-09-18 05:55:00.500,-75.0,14.0,-2.3333333333333335,anchor-a@ch37,tag-a@-35
76,2022-09-18 05:55:01.000,-77.5,14.0,-0.5,anchor-a@ch37,tag-a@-35
77,2022-09-18 05:55:01.500,-82.5,14.0,0.0,anchor-a@ch37,tag-a@-35
78,2022-09-18 05:55:02.000,-75.6,12.6,0.0,anchor-a@ch37,tag-a@-35
79,2022-09-18 05:55:02.500,-75.75,14.5,-2.25,anchor-a@ch37,tag-a@-35
80,2022-09-18 05:55:03.000,-75.4,16.2,-1.0,anchor-a@ch37,tag-a@-35
81,2022-09-18 05:55:03.500,-74.75,12.5,-1.0,anchor-a@ch37,tag-a@-35
82,2022-09-18 05:55:04.000,-82.0,12.0,0.0,anchor-a@ch37,tag-a@-35
83,2022-09-18 05:55:04.500,-75.83333333333333,14.666666666666666,-0.3333333333333333,anchor-a@ch37,tag-a@-35
84,2022-09-18 05:55:05.000,-76.0,14.0,-1.0,anchor-a@ch37,tag-a@-35
85,2022-09-18 05:55:05.500,-75.6,15.6,-0.2,anchor-a@ch37,tag-a@-35
86,2022-09-18 05:55:06.000,-75.2,16.4,0.0,anchor-a@ch37,tag-a@-35
87,2022-09-18 05:55:06.500,-75.0,18.0,0.0,anchor-a@ch37,tag-a@-35
88,2022-09-18 05:55:07.000,-75.5,16.0,-1.5,anchor-a@ch37,tag-a@-35
89,2022-09-18 05:55:07.500,-76.25,6.75,-8.5,anchor-a@ch37,tag-a@-35
90,2022-09-18 05:55:08.000,-75.66666666666667,11.666666666666666,-5.333333333333333,anchor-a@ch37,tag-a@-35
91,2022-09-18 05:55:08.500,-76.0,18.0,-2.3333333333333335,anchor-a@ch37,tag-a@-35
92,2022-09-18 05:55:09.000,-75.5,18.166666666666668,-0.5,anchor-a@ch37,tag-a@-35
93,2022-09-18 05:55:09.500,-75.5,18.5,0.0,anchor-a@ch37,tag-a@-35
94,2022-09-18 05:55:10.000,-74.33333333333333,17.166666666666668,0.0,anchor-a@ch37,tag-a@-35
95,2022-09-18 05:55:10.500,-75.0,16.11111111111111,-2.111111111111111,anchor-a@ch37,tag-a@-35
96,2022-09-18 05:55:11.000,-75.0,16.0,-3.0,anchor-a@ch37,tag-a@-35
97,2022-09-18 05:55:11.500,-75.0,16.0,-1.0,anchor-a@ch37,tag-a@-35
98,2022-09-18 05:55:12.000,-75.11111111111111,15.555555555555555,-1.0,anchor-a@ch37,tag-a@-35
99,2022-09-18 05:55:12.500,-76.0,16.0,-1.6666666666666667,anchor-a@ch37,tag-a@-35
100,2022-09-18 05:55:13.000,-75.5,16.0,-2.0,anchor-a@ch37,tag-a@-35
101,2022-09-18 05:55:13.500,-75.25,16.0,-2.0,anchor-a@ch37,tag-a@-35
102,2022-09-18 05:55:14.000,-75.66666666666667,16.333333333333332,-3.0,anchor-a@ch37,tag-a@-35
103,2022-09-18 05:55:14.500,-75.66666666666667,17.0,-3.0,anchor-a@ch37,tag-a@-35
104,2022-09-18 05:55:15.000,-75.25,17.0,-3.0,anchor-a@ch37,tag-a@-35
105,2022-09-18 05:55:15.500,-75.0,15.333333333333334,-5.333333333333333,anchor-a@ch37,tag-a@-35
106,2022-09-18 05:55:16.000,-75.0,15.0,-5.0,anchor-a@ch37,tag-a@-35
107,2022-09-18 05:55:16.500,-75.0,15.666666666666666,-3.6666666666666665,anchor-a@ch37,tag-a@-35
108,2022-09-18 05:55:17.000,-75.8,16.2,-3.8,anchor-a@ch37,tag-a@-35
109,2022-09-18 05:55:17.500,-76.0,16.285714285714285,-4.0,anchor-a@ch37,tag-a@-35
110,2022-09-18 05:55:18.000,-75.0,17.0,-4.0,anchor-a@ch37,tag-a@-35
111,2022-09-18 05:55:18.500,-75.33333333333333,17.666666666666668,-2.6666666666666665,anchor-a@ch37,tag-a@-35
112,2022-09-18 05:55:19.000,-75.16666666666667,18.0,-0.6666666666666666,anchor-a@ch37,tag-a@-35
113,2022-09-18 05:55:19.500,-75.5,17.0,-2.5,anchor-a@ch37,tag-a@-35
114,2022-09-18 05:55:20.000,-75.5,15.25,-3.0,anchor-a@ch37,tag-a@-35
115,2022-09-18 05:55:20.500,-75.0,9.0,-7.0,anchor-a@ch37,tag-a@-35
116,2022-09-18 05:55:21.000,-75.2,14.0,-8.0,anchor-a@ch37,tag-a@-35
117,2022-09-18 05:55:21.500,-75.25,16.5,-4.125,anchor-a@ch37,tag-a@-35
118,2022-09-18 05:55:22.000,-76.0,15.0,-4.0,anchor-a@ch37,tag-a@-35
119,2022-09-18 05:55:22.500,-76.0,16.0,-3.0,anchor-a@ch37,tag-a@-35
120,2022-09-18 05:54:23.000,-71.2,14.0,-0.4,anchor-a@ch38,tag-a@-35
121,2022-09-18 05:54:23.500,-72.0,13.166666666666666,0.0,anchor-a@ch38,tag-a@-35
122,2022-09-18 05:54:24.000,,,,anchor-a@ch38,tag-a@-35
123,2022-09-18 05:54:24.500,-72.0,12.0,-3.5,anchor-a@ch38,tag-a@-35
124,2022-09-18 05:54:25.000,-72.0,11.0,-1.8333333333333333,anchor-a@ch38,tag-a@-35
125,2022-09-18 05:54:25.500,-72.0,11.333333333333334,0.0,anchor-a@ch38,tag-a@-35
126,2022-09-18 05:54:26.000,-71.16666666666667,13.666666666666666,0.0,anchor-a@ch38,tag-a@-35
127,2022-09-18 05:54:26.500,-69.8,15.4,-0.2,anchor-a@ch38,tag-a@-35
128,2022-09-18 05:54:27.000,-72.0,14.5,-0.5,anchor-a@ch38,tag-a@-35
129,2022-09-18 05:54:27.500,-72.33333333333333,13.0,-3.0,anchor-a@ch38,tag-a@-35
130,2022-09-18 05:54:28.000,-73.0,13.0,-1.0,anchor-a@ch38,tag-a@-35
131,2022-09-18 05:54:28.500,-72.0,12.0,-2.5,anchor-a@ch38,tag-a@-35
132,2022-09-18 05:54:29.000,-71.5,12.0,-6.5,anchor-a@ch38,tag-a@-35
133,2022-09-18 05:54:29.500,-72.0,12.75,-7.0,anchor-a@ch38,tag-a@-35
134,2022-09-18 05:54:30.000,-71.6,15.0,-5.4,anchor-a@ch38,tag-a@-35
135,2022-09-18 05:54:30.500,-71.33333333333333,17.0,-2.0,anchor-a@ch38,tag-a@-35
136,2022-09-18 05:54:31.000,-72.25,16.75,-4.0,anchor-a@ch38,tag-a@-35
137,2022-09-18 05:54:31.500,-71.83333333333333,16.666666666666668,-4.0,anchor-a@ch38,tag-a@-35
138,2022-09-18 05:54:32.000,-71.33333333333333,15.0,-2.3333333333333335,anchor-a@ch38,tag-a@-35
139,2022-09-18 05:54:32.500,-72.0,16.5,-3.5,anchor-a@ch38,tag-a@-35
140,2022-09-18 05:54:33.000,-71.75,17.0,-3.0,anchor-a@ch38,tag-a@-35
141,2022-09-18 05:54:33.500,-72.25,17.75,-1.5,anchor-a@ch38,tag-a@-35
142,2022-09-18 05:54:34.000,-72.0,16.0,-1.3333333333333333,anchor-a@ch38,tag-a@-35
143,2022-09-18 05:54:34.500,-71.66666666666667,14.0,-2.0,anchor-a@ch38,tag-a@-35
144,2022-09-18 05:54:35.000,-72.0,14.0,-1.6,anchor-a@ch38,tag-a@-35
145,2022-09-18 05:54:35.500,-72.0,16.0,-0.5,anchor-a@ch38,tag-a@-35
146,2022-09-18 05:54:36.000,-71.6,15.6,-2.2,anchor-a@ch38,tag-a@-35
147,2022-09-18 05:54:36.500,-72.0,14.75,-4.75,anchor-a@ch38,tag-a@-35
148,2022-09-18 05:54:37.000,-72.0,13.6,-4.4,anchor-a@ch38,tag-a@-35
149,2022-09-18 05:54:37.500,-72.0,14.833333333333334,-2.1666666666666665,anchor-a@ch38,tag-a@-35
150,2022-09-18 05:54:38.000,-71.5,15.0,-1.5,anchor-a@ch38,tag-a@-35
151,2022-09-18 05:54:38.500,-72.0,15.0,-3.0,anchor-a@ch38,tag-a@-35
152,2022-09-18 05:54:39.000,-72.0,15.0,-4.0,anchor-a@ch38,tag-a@-35
153,2022-09-18 05:54:39.500,-72.0,16.0,-4.0,anchor-a@ch38,tag-a@-35
154,2022-09-18 05:54:40.000,-72.0,15.0,-4.0,anchor-a@ch38,tag-a@-35
155,2022-09-18 05:54:40.500,-72.0,16.0,-5.0,anchor-a@ch38,tag-a@-35
156,2022-09-18 05:54:41.000,-72.0,15.5,-5.0,anchor-a@ch38,tag-a@-35
157,2022-09-18 05:54:41.500,-72.0,15.0,-4.0,anchor-a@ch38,tag-a@-35
158,2022-09-18 05:54:42.000,-72.0,13.0,-4.0,anchor-a@ch38,tag-a@-35
159,2022-09-18 05:54:42.500,-74.0,14.0,-3.0,anchor-a@ch38,tag-a@-35
160,2022-09-18 05:54:43.000,-72.5,14.5,-3.0,anchor-a@ch38,tag-a@-35
161,2022-09-18 05:54:43.500,-72.33333333333333,12.0,-2.5,anchor-a@ch38,tag-a@-35
